Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,432,312,120,72.2%,710-347,67.2%,5782-4710,55.1%,117-77,60.3%,423,85.3%,24.8%,10.3%,3.1%,63.3%,74.9%,53.1%,66.9%,38.4%,52.4%,1.16
Clay,122,84,38,68.9%,212-105,66.9%,1667-1315,55.9%,17-19,47.2%,111,81.7%,29.0%,7.1%,2.9%,64.1%,71.6%,51.8%,64.5%,40.3%,52.3%,1.13
Grass,58,40,18,69.0%,108-54,66.7%,909-742,55.1%,21-14,60.0%,56,88.0%,21.6%,11.7%,2.6%,66.3%,76.5%,55.7%,69.5%,37.0%,52.6%,1.21
Carpet,8,6,2,75.0%,16-8,66.7%,133-106,55.6%,2-2,50.0%,3,86.5%,26.3%,4.4%,4.0%,68.7%,73.7%,54.9%,67.8%,39.2%,53.2%,1.22
Grand Slams,133,97,36,72.9%,316-148,68.1%,2517-2022,55.5%,46-33,58.2%,133,84.6%,26.1%,10.0%,3.0%,64.0%,74.9%,52.7%,66.9%,39.1%,52.6%,1.18
Masters,167,109,58,65.3%,227-146,60.9%,1972-1716,53.5%,35-30,53.8%,164,83.1%,24.2%,9.2%,2.9%,63.5%,73.0%,52.5%,65.5%,38.2%,51.6%,1.11
Other Tours,286,214,72,74.8%,438-180,70.9%,3436-2656,56.4%,66-37,64.1%,278,86.4%,26.0%,10.2%,3.1%,63.9%,75.1%,53.8%,67.4%,38.8%,53.0%,1.19
Best of 5,152,111,41,73.0%,361-170,68.0%,2889-2309,55.6%,50-41,54.9%,137,84.5%,25.9%,9.9%,3.0%,64.1%,74.8%,52.6%,66.9%,39.0%,52.5%,1.18
Best of 3,468,331,137,70.7%,685-344,66.6%,5602-4564,55.1%,107-71,60.1%,456,85.1%,24.9%,9.8%,3.0%,63.7%,74.3%,53.4%,66.7%,38.4%,52.3%,1.15
Finals,35,22,13,62.9%,52-35,59.8%,452-420,51.8%,12-5,70.6%,35,83.1%,20.7%,9.1%,3.0%,64.3%,73.6%,52.1%,65.9%,35.9%,50.9%,1.05
Semi-finals,60,35,25,58.3%,80-63,55.9%,761-711,51.7%,16-16,50.0%,59,84.9%,19.3%,9.1%,2.6%,62.9%,73.2%,54.0%,66.1%,35.1%,50.6%,1.04
Quarter-finals,90,58,32,64.4%,131-85,60.6%,1136-986,53.5%,23-16,59.0%,88,85.0%,21.9%,10.1%,2.9%,65.0%,74.7%,52.4%,66.9%,37.3%,51.8%,1.13
vs Righties,532,381,151,71.6%,893-439,67.0%,7257-5894,55.2%,137-96,58.8%,510,85.1%,24.7%,9.8%,3.0%,63.5%,74.6%,53.3%,66.8%,38.3%,52.3%,1.16
vs Lefties,88,61,27,69.3%,153-75,67.1%,1234-979,55.8%,20-16,55.6%,83,83.9%,28.4%,9.9%,2.9%,66.1%,73.4%,52.1%,66.2%,40.0%,52.9%,1.18
vs Top 10,132,53,79,40.2%,154-207,42.7%,1730-1920,47.4%,38-39,49.4%,125,78.9%,16.1%,8.0%,2.7%,64.1%,70.3%,50.4%,63.2%,33.7%,48.6%,0.92
