Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Buenos Aires R32,L vs Delbonis,17.9%,21.4%,37.0%,20.7%,23.1%,28.2%,36.7%,27.2%,66.7%,23.8%,0.0%,5.9%,5.9%,37.5%,-79
2019 Queens Club R32,W vs Shapovalov,52.5%,57.4%,48.1%,54.3%,65.1%,67.4%,33.3%,67.7%,52.4%,45.5%,-,25.0%,37.5%,66.7%,89
2019 Roland Garros R16,L vs Khachanov,25.2%,36.6%,50.0%,32.6%,37.2%,50.0%,55.6%,48.5%,38.9%,36.0%,14.3%,2.7%,13.5%,41.7%,-93
2019 Roland Garros R32,W vs Thompson,40.0%,51.4%,56.1%,46.7%,48.0%,62.0%,61.5%,57.4%,34.8%,51.9%,100.0%,21.1%,26.3%,46.7%,-3
2019 Roland Garros R64,W vs Nishioka,25.8%,41.9%,52.3%,36.5%,37.1%,59.6%,67.9%,55.7%,51.2%,41.3%,100.0%,11.3%,19.4%,36.4%,-1
2019 Roland Garros R128,W vs Jarry,36.7%,51.0%,55.6%,44.7%,46.0%,65.1%,52.9%,58.4%,24.1%,52.9%,100.0%,25.9%,33.3%,60.0%,25
2019 Rome QF,L vs Djokovic,28.1%,35.1%,50.6%,33.2%,39.0%,48.1%,53.2%,46.6%,46.9%,44.4%,50.0%,5.6%,8.3%,47.1%,-59
2019 Rome R32,W vs Goffin,38.0%,56.0%,55.2%,44.0%,44.0%,68.0%,64.3%,56.0%,11.1%,62.5%,-,34.8%,47.8%,46.7%,42
2019 Rome R16,W vs Ruud,22.2%,36.5%,61.7%,31.4%,30.8%,51.3%,70.4%,45.6%,43.8%,56.5%,100.0%,9.1%,13.6%,50.0%,-26
2019 Delray Beach QF,L vs Mcdonald,35.0%,45.0%,55.4%,40.9%,45.6%,57.9%,64.5%,56.0%,48.1%,43.3%,100.0%,26.5%,35.3%,44.0%,129
2019 Delray Beach R16,W vs Opelka,44.8%,60.3%,53.1%,52.9%,48.9%,64.4%,52.2%,59.3%,36.8%,46.2%,-,30.8%,46.2%,55.6%,-79
2019 Delray Beach R32,W vs Nishioka,26.4%,41.7%,57.1%,35.1%,35.7%,57.1%,55.6%,50.7%,52.6%,39.1%,100.0%,15.4%,23.1%,59.1%,29
2018 Shanghai R32,W vs Gasquet,35.4%,45.6%,53.1%,42.3%,43.4%,54.7%,60.0%,53.6%,48.0%,57.1%,-,20.8%,29.2%,42.1%,37
2018 Beijing F,L vs Basilashvili,38.5%,43.1%,37.5%,41.7%,52.4%,59.5%,50.0%,57.4%,52.9%,52.0%,50.0%,13.0%,13.0%,25.0%,-79
2018 Beijing QF,W vs Krajinovic,44.2%,48.8%,56.5%,46.7%,63.3%,66.7%,45.5%,67.0%,50.0%,62.5%,100.0%,0.0%,8.3%,66.7%,-118
2018 Beijing R16,W vs Khachanov,35.7%,42.9%,52.3%,43.7%,43.1%,51.0%,58.6%,54.1%,50.0%,51.7%,100.0%,16.7%,22.2%,40.0%,1
2018 Beijing R32,W vs Ramos,30.0%,56.7%,58.5%,44.3%,38.6%,75.0%,77.8%,58.2%,65.0%,45.8%,66.7%,6.7%,6.7%,21.4%,-49
2018 US Open F,L vs Djokovic,20.2%,30.3%,51.4%,25.5%,29.8%,42.1%,52.5%,38.1%,36.4%,45.7%,25.0%,3.2%,9.7%,50.0%,-84
2018 US Open SF,W vs Nadal,18.5%,35.4%,56.6%,29.7%,23.3%,48.8%,60.6%,40.2%,52.6%,62.5%,100.0%,9.1%,9.1%,50.0%,-79
2018 US Open QF,W vs Isner,35.5%,49.6%,73.0%,43.5%,48.0%,64.0%,79.5%,60.8%,27.6%,54.3%,100.0%,16.7%,28.6%,65.7%,49
Career (178 matches),,30.0%,41.0%,53.5%,36.6%,38.7%,52.6%,57.4%,49.0%,39.3%,41.6%,48.9%,16.0%,22.5%,47.8%,41
