Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,756,28,,,,,,,,,,,,
2020,157,415,,,,,,,,,466,90,,
2019,122,460,56,1787,22,1837,36,1776,45,1681,444,90,,
2018,5,5300,4,2111,4,2059,6,1977,5,1897,272,180,,
2017,11,2595,6,2069,6,2019,12,1924,17,1839,314,180,,
2016,38,1110,12,2028,11,1970,22,1871,15,1828,354,180,,
2015,590,55,,,,,,,,,,,,
2014,137,385,,,,,,,,,579,90,,
2013,5,5255,4,2169,4,2119,5,2070,5,2002,796,45,,
2012,7,4480,6,2173,6,2101,5,2096,6,1979,563,90,,
2011,11,2315,9,2027,10,1966,7,1980,14,1827,185,360,55,1693
2010,258,180,,,,,,,,,,,,
2009,5,6785,4,2208,4,2141,4,2102,5,1912,118,560,,
2008,9,1945,8,2030,9,1956,6,1976,12,1817,262,210,,
2007,44,690,27,1887,25,1833,38,1775,33,1725,178,326,82,1578
2006,92,445,52,1795,47,1747,58,1719,,,252,219,,
2005,157,265,157,1592,178,1501,122,1585,,,291,166,,
2004,1047,6,,,,,,,,,1349,7,,
