Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Mari Osaka [JPN],3,2,60.0%,1,1,0,100.0%,2012,2019,0,,,,,,,,,,
4,Maria Sanchez [USA],1,3,25.0%,2,1,1,50.0%,2010,2018,0,,,,,,,,,,
4,Kristie Ahn [USA],1,3,25.0%,1,0,1,0.0%,2008,2018,0,,,,,,,,,,
4,Mayo Hibi [JPN],2,2,50.0%,0,0,0,-,2013,2016,1,1.03,1.0%,2.1%,62.9%,63.9%,44.4%,56.7%,44.4%,58.3%,27.3%
4,Melanie Oudin [USA],3,1,75.0%,0,0,0,-,2014,2015,0,,,,,,,,,,
3,Ingrid Neel [USA],2,1,66.7%,0,0,0,-,2018,2019,0,,,,,,,,,,
3,Tori Kinard [USA],3,0,100.0%,0,0,0,-,2014,2019,1,1.08,4.6%,3.7%,61.5%,59.7%,45.2%,54.1%,49.5%,62.5%,58.3%
3,Taylor Townsend [USA],1,2,33.3%,0,0,0,-,2013,2019,0,,,,,,,,,,
3,Jessica Pegula [USA],1,2,33.3%,0,0,0,-,2015,2018,0,,,,,,,,,,
3,Chanel Simmonds [RSA],1,2,33.3%,0,0,0,-,2013,2017,0,,,,,,,,,,
3,Samantha Crawford [USA],1,2,33.3%,0,0,0,-,2014,2017,0,,,,,,,,,,
3,Arina Rodionova [RUS],1,2,33.3%,0,0,0,-,2013,2016,0,,,,,,,,,,
3,Anna Tatishvili [GEO],0,3,0.0%,0,0,0,-,2013,2016,0,,,,,,,,,,
3,Nicole Gibbs [USA],0,3,0.0%,0,0,0,-,2013,2015,0,,,,,,,,,,
3,Nao Hibino [JPN],1,2,33.3%,2,0,2,0.0%,2014,2015,1,3.28,5.7%,0.0%,57.1%,95.0%,60.0%,80.0%,65.6%,0,71.4%
