Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-10-24),1105,11,,,,,,,,,,,,
2020,532,72,,,,,,,,,380,196,,
2019,508,72,,,,,,,,,350,204,,
2018,424,71,,,,,,,,,196,349,,
2018,424,71,,,,,,,,,196,349,,
2017,470,70,,,,,,,,,195,387,,
2016,438,76,,,,,,,,,187,349,,
2015,281,155,,,,,,,,,121,564,,
2014,272,159,227,1441,230,1386,221,1348,,,163,388,,
2013,306,162,284,1325,279,1300,267,1256,,,250,260,,
2012,531,53,,,,,,,,,299,195,,
2011,1174,4,,,,,,,,,678,45,,
2010,832,17,,,,,,,,,447,99,,
2008,1009,5,,,,,,,,,,,,
2006,741,13,,,,,,,,,,,,
