Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,60.0%,27.3%,0.0%,5.3%,64.0%,47.9%,51.9%,49.3%,33.8%,42.1%,0.67,R32 (Bogota)
2015,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,33.3%,33.3%,3.2%,3.2%,64.5%,57.5%,27.3%,46.8%,31.7%,40.8%,0.60,R32 (Washington)
2014,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-1,0.0%,1,-,-,0.0%,3.9%,70.9%,52.1%,23.3%,43.7%,51.3%,47.7%,0.91,R32 (Quebec City)
Career,3,0,3,0.0%,1-6,14.3%,28-41,40.6%,0-2,0.0%,3,47.4%,30.0%,0.8%,4.2%,67.1%,52.2%,34.2%,46.3%,42.5%,44.5%,0.79,
