Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
20-Oct-2025,Basel,Hard,F,18,46,Joao Fonseca [BRA] d. (8) Davidovich Fokina,6-3 6-4,0.67,5.8%,0.0%,72.5%,60.0%,36.8%,10/13,1:25
21-Jul-2025,Washington,Hard,F,26,13,(7) Alex De Minaur [AUS] d. (12) Davidovich Fokina,5-7 6-1 7-6(3),0.89,1.9%,1.9%,63.0%,58.8%,57.5%,5/9,3:03
24-Feb-2025,Acapulco,Hard,F,48,25,(8) Tomas Machac [CZE] d. Davidovich Fokina,7-6(6) 6-2,0.52,5.6%,2.8%,59.2%,61.9%,62.1%,1/3,1:37
10-Feb-2025,Delray Beach,Hard,F,60,56,(7) Miomir Kecmanovic [SRB] d. (8) Davidovich Fokina,3-6 6-1 7-5,0.83,1.2%,2.4%,64.7%,61.8%,50.0%,2/6,2:10
11-Apr-2022,Monte Carlo Masters,Clay,F,46,5,(3) Stefanos Tsitsipas [GRE] d. Davidovich Fokina,6-3 7-6(3),0.73,1.5%,1.5%,76.5%,51.9%,56.3%,2/6,1:36
21-Oct-2019,Liuzhou CH,Hard,F,93,211,(2) Davidovich Fokina d. (9) Denis Istomin [UZB],6-3 5-7 7-6(5),1.15,2.7%,5.4%,66.7%,70.3%,40.5%,7/12,2:46
09-Sep-2019,Seville CH,Clay,F,109,112,(3) Davidovich Fokina d. (1) Jaume Munar [ESP],2-6 6-2 6-2,1.11,1.1%,3.3%,56.7%,70.6%,41.0%,5/8,2:23
02-Sep-2019,Genova CH,Clay,F,126,49,(1) Lorenzo Sonego [ITA] d. (11) Davidovich Fokina,6-2 4-6 7-6(6),0.92,1.0%,4.9%,64.7%,56.1%,50.0%,6/12,2:46
18-Feb-2019,Bangkok CH,Hard,F,221,210,(15) James Duckworth [AUS] d. (14) Davidovich Fokina,6-4 6-3,0.85,0.0%,3.8%,61.5%,65.6%,55.0%,3/6,1:09
10-Sep-2018,Szczecin CH,Clay,F,400,108,(4) Guido Andreozzi [ARG] d. (Q) Davidovich Fokina,6-4 4-6 6-3,0.94,4.6%,1.1%,79.3%,58.0%,44.4%,6/11,2:15
