Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,201,106,95,52.7%,267-238,52.9%,2508-2429,50.8%,47-46,50.5%,198,77.0%,24.1%,4.8%,2.8%,66.1%,67.8%,51.5%,62.3%,38.0%,50.2%,1.01
Clay,95,51,44,53.7%,128-115,52.7%,1234-1187,51.0%,18-31,36.7%,94,73.5%,29.1%,2.2%,3.0%,69.2%,64.7%,49.7%,60.1%,40.8%,50.4%,1.02
Grass,23,11,12,47.8%,38-32,54.3%,357-345,50.9%,7-8,46.7%,23,80.5%,21.7%,4.9%,3.4%,65.9%,68.7%,55.6%,64.2%,36.5%,50.7%,1.02
Grand Slams,55,32,23,58.2%,117-97,54.7%,1048-1021,50.7%,21-17,55.3%,55,76.5%,25.1%,4.0%,2.9%,67.4%,66.8%,52.2%,62.1%,38.8%,50.4%,1.02
Masters,94,48,46,51.1%,110-103,51.6%,1074-1050,50.6%,21-26,44.7%,94,75.7%,25.3%,3.5%,3.1%,67.0%,67.0%,50.3%,61.5%,39.1%,50.3%,1.02
Other Tours,164,87,77,53.0%,201-179,52.9%,1929-1839,51.2%,30-41,42.3%,160,76.6%,26.2%,4.3%,2.9%,67.0%,66.9%,51.6%,61.9%,38.8%,50.5%,1.02
Best of 5,55,32,23,58.2%,117-97,54.7%,1048-1021,50.7%,21-17,55.3%,55,76.5%,25.1%,4.0%,2.9%,67.4%,66.8%,52.2%,62.1%,38.8%,50.4%,1.02
Best of 3,264,136,128,51.5%,316-288,52.3%,3051-2940,50.9%,51-68,42.9%,260,76.2%,25.5%,4.0%,2.9%,66.9%,67.0%,51.1%,61.7%,38.7%,50.3%,1.01
Finals,5,0,5,0.0%,2-10,16.7%,50-72,41.0%,0-3,0.0%,5,70.7%,14.8%,3.0%,1.7%,66.6%,58.8%,53.7%,57.1%,32.6%,45.1%,0.76
Semi-finals,12,5,7,41.7%,12-15,44.4%,130-146,47.1%,3-4,42.9%,12,72.1%,23.4%,2.3%,3.1%,69.3%,64.5%,47.5%,59.3%,37.4%,48.7%,0.92
Quarter-finals,32,12,20,37.5%,28-44,38.9%,335-390,46.2%,5-8,38.5%,32,69.3%,23.5%,2.7%,3.4%,69.0%,64.4%,46.9%,59.0%,38.4%,48.8%,0.94
vs Righties,285,144,141,50.5%,376-357,51.3%,3642-3574,50.5%,62-79,44.0%,281,75.8%,25.0%,4.0%,2.9%,67.1%,66.7%,51.1%,61.5%,38.6%,50.1%,1.00
vs Lefties,34,24,10,70.6%,57-28,67.1%,457-387,54.1%,10-6,62.5%,34,80.3%,28.5%,4.2%,2.8%,66.5%,69.5%,54.0%,64.3%,40.3%,52.2%,1.13
vs Top 10,46,12,34,26.1%,40-82,32.8%,567-689,45.1%,13-23,36.1%,45,71.5%,19.9%,2.8%,2.3%,68.4%,63.9%,49.7%,59.4%,36.3%,48.0%,0.89
