Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Paris R32,W vs Cazaux,0.0%,-,17.5%,71.4%,12.4%,15.6%,0.0%,12.0%,24.1%,1.3%,75.0%,-6,-7
2025 Basel F,L vs Fonseca,0.0%,-,8.5%,36.4%,13.4%,11.1%,0.0%,18.8%,33.3%,0.5%,100.0%,16,-45
2025 Cincinnati R64,L vs Fonseca,0.0%,-,3.8%,60.0%,9.1%,15.6%,0.0%,7.7%,20.0%,1.2%,100.0%,-51,0
2025 Canada R32,W vs Mensik,0.0%,-,5.7%,50.0%,14.9%,23.5%,0.0%,12.2%,28.6%,1.9%,33.3%,-52,-56
2025 Washington F,L vs De Minaur,0.0%,-,4.5%,80.0%,13.3%,16.4%,20.0%,9.6%,27.3%,0.7%,33.3%,26,11
2025 Wimbledon R32,L vs Fritz,0.0%,-,9.2%,95.7%,10.8%,10.7%,0.0%,13.6%,34.6%,3.2%,42.9%,-7,-13
2025 Monte Carlo SF,L vs Alcaraz,0.0%,-,11.5%,71.4%,11.0%,9.5%,0.0%,10.1%,33.3%,1.6%,40.0%,1,-9
2025 Monte Carlo QF,W vs Popyrin,0.0%,-,7.7%,75.0%,18.2%,14.8%,0.0%,12.1%,25.0%,2.8%,50.0%,19,20
2025 Acapulco F,L vs Machac,0.0%,-,12.1%,87.5%,20.6%,30.8%,0.0%,12.7%,36.8%,1.6%,33.3%,44,-18
2025 Delray Beach F,L vs Kecmanovic,0.0%,-,6.4%,54.5%,14.0%,10.4%,28.6%,8.7%,18.2%,1.2%,25.0%,-35,-26
2024 Canada R32,W vs Medvedev,5.4%,25.0%,19.7%,70.0%,10.6%,11.1%,33.3%,5.3%,10.5%,2.8%,0.0%,-6,-35
2024 Roland Garros R64,L vs Ruud,3.8%,66.7%,12.4%,73.7%,14.3%,17.8%,6.7%,8.9%,34.1%,2.0%,25.0%,8,-15
2024 Roland Garros R128,W vs Vacherot,0.0%,-,7.4%,100.0%,14.3%,16.7%,20.0%,14.2%,35.7%,4.4%,44.4%,39,31
2024 Indian Wells R64,L vs Fils,0.0%,-,7.2%,62.5%,13.5%,13.3%,0.0%,5.9%,20.0%,1.5%,50.0%,25,14
2024 Dubai QF,L vs Medvedev,12.5%,50.0%,19.4%,50.0%,11.7%,10.0%,0.0%,4.2%,18.8%,4.9%,23.1%,-5,-34
2024 Marseille QF,L vs Humbert,0.0%,-,6.2%,83.3%,17.6%,27.3%,0.0%,13.0%,20.0%,1.0%,100.0%,38,-20
2024 United Cup RR,W vs Hurkacz,1.2%,100.0%,9.8%,87.5%,15.8%,13.3%,25.0%,11.5%,26.3%,2.6%,25.0%,-33,-45
2023 Paris R64,W vs Shelton,4.9%,80.0%,13.4%,76.9%,11.9%,20.0%,0.0%,14.7%,18.2%,1.6%,80.0%,17,-2
2023 Shanghai R64,L vs Fils,0.0%,-,4.2%,100.0%,12.1%,9.1%,0.0%,5.9%,18.2%,0.6%,0.0%,42,-29
2023 Canada SF,L vs De Minaur,8.7%,25.0%,19.2%,47.4%,16.0%,27.6%,0.0%,7.8%,28.6%,0.9%,0.0%,56,42
Career (65 matches),,1.8%,66.7%,9.2%,69.1%,13.3%,16.2%,15.0%,9.7%,26.3%,2.8%,32.3%,10,-2
