Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Paris R32,W vs Cazaux,4.7,3.7,5.6,46.8%,55.3%,59.1%,57.1%,49.0%,12.0%,2.0,1.5,7.0,5.2
2025 Basel F,L vs Fonseca,4.0,4.2,3.7,42.0%,41.5%,50.0%,50.0%,61.0%,18.8%,-1.5,-1.4,5.5,8.5
2025 Cincinnati R64,L vs Fonseca,3.2,3.0,3.5,41.8%,71.1%,41.7%,50.0%,61.5%,6.2%,2.0,2.0,0.0,0.0
2025 Canada R32,W vs Mensik,3.6,4.4,3.0,53.2%,74.1%,55.6%,57.1%,49.4%,28.7%,3.0,4.7,4.5,7.9
2025 Washington F,L vs De Minaur,4.6,4.7,4.6,51.0%,54.7%,28.2%,45.0%,50.8%,14.3%,3.0,1.4,1.5,0.8
2025 Wimbledon R32,L vs Fritz,4.3,4.3,4.3,40.9%,41.5%,63.2%,45.5%,57.7%,16.9%,-5.5,-2.6,7.5,5.0
2025 Monte Carlo SF,L vs Alcaraz,4.3,4.4,4.2,46.7%,44.0%,50.0%,50.0%,53.6%,7.8%,-1.5,-1.0,2.0,1.5
2025 Monte Carlo QF,W vs Popyrin,3.4,4.0,3.0,50.8%,73.9%,72.7%,80.0%,62.1%,5.5%,11.0,13.4,5.5,10.6
2025 Acapulco F,L vs Machac,3.7,4.5,2.7,35.7%,51.6%,54.5%,66.7%,44.4%,7.6%,11.0,14.9,1.0,1.0
2025 Delray Beach F,L vs Kecmanovic,4.7,4.3,5.1,43.2%,38.5%,68.0%,47.6%,53.3%,14.2%,3.0,1.8,5.0,3.6
2024 Canada R32,W vs Medvedev,4.8,4.9,4.6,37.8%,68.4%,60.0%,50.0%,46.2%,37.8%,-7.0,-6.7,8.0,8.6
2024 Roland Garros R64,L vs Ruud,4.8,5.3,4.3,44.4%,50.0%,51.0%,66.7%,49.7%,5.2%,23.5,8.8,9.0,3.1
2024 Roland Garros R128,W vs Vacherot,4.2,4.3,4.2,49.6%,52.9%,66.7%,63.2%,50.0%,11.3%,16.5,9.5,3.0,1.7
2024 Indian Wells R64,L vs Fils,3.1,3.2,3.0,45.9%,23.5%,55.6%,0.0%,41.5%,5.3%,-2.0,-4.9,-8.0,-11.1
2024 Dubai QF,L vs Medvedev,5.9,7.1,4.8,40.0%,50.0%,36.4%,40.0%,45.1%,21.4%,-4.5,-4.8,-2.0,-1.8
2024 Marseille QF,L vs Humbert,2.9,2.8,3.1,40.3%,33.3%,60.0%,0.0%,51.0%,14.6%,-4.5,-12.5,-3.0,-7.3
2024 United Cup RR,W vs Hurkacz,4.5,5.1,3.9,41.9%,62.5%,68.4%,61.1%,50.7%,16.8%,13.0,9.6,10.0,8.3
2023 Paris R64,W vs Shelton,4.1,4.3,3.8,50.9%,50.0%,56.5%,61.5%,52.9%,12.8%,4.5,2.9,8.5,6.7
2023 Shanghai R64,L vs Fils,3.6,3.6,3.6,44.6%,50.0%,50.0%,33.3%,43.5%,9.0%,-3.0,-4.6,-9.0,-9.9
2023 Canada SF,L vs De Minaur,4.9,3.7,6.0,31.7%,45.9%,46.2%,50.0%,48.8%,9.3%,2.0,2.0,-0.5,-0.5
Career (65 matches),,4.2,4.3,4.1,46.5%,49.2%,53.1%,52.3%,49.7%,13.1%,3.0,2.3,1.7,1.4
