Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Paris R32,W vs Cazaux,1.14,1.36,58.0,2.7,2.6%,69.2%,8.1%,73.0%,25.6%,43.9%
2025 Basel F,L vs Fonseca,0.91,0.61,40.0,2.0,8.6%,54.3%,2.9%,52.9%,25.0%,37.9%
2025 Canada R32,W vs Mensik,1.06,1.79,39.5,2.1,4.0%,64.0%,4.3%,78.3%,56.7%,40.7%
2025 Washington F,L vs De Minaur,0.94,0.84,77.4,48.9,1.8%,62.5%,1.9%,53.8%,39.0%,35.2%
2025 Wimbledon R32,L vs Fritz,0.94,0.68,27.9,2.0,4.5%,59.1%,3.1%,57.8%,23.1%,38.2%
2025 Monte Carlo SF,L vs Alcaraz,0.97,0.76,46.5,2.3,1.8%,50.9%,3.7%,57.4%,34.2%,37.1%
2025 Monte Carlo QF,W vs Popyrin,1.17,2.42,38.9,2.1,0.0%,88.0%,4.5%,68.2%,43.3%,44.4%
2025 Acapulco F,L vs Machac,1.03,0.53,56.3,2.5,8.3%,69.4%,2.9%,54.3%,15.2%,25.0%
2025 Delray Beach F,L vs Kecmanovic,0.99,0.82,73.6,41.5,2.3%,59.1%,0.0%,56.1%,40.0%,30.2%
2024 US Open R128,L vs Hijikata,0.91,0.84,45.0,2.7,2.7%,62.2%,5.6%,47.9%,44.3%,38.1%
2024 Canada R32,W vs Medvedev,1.27,1.26,49.9,2.1,2.4%,57.1%,5.7%,60.0%,43.6%,38.9%
2024 Roland Garros R64,L vs Ruud,0.93,0.88,54.6,2.4,3.6%,63.9%,1.3%,55.1%,42.1%,34.3%
2024 Roland Garros R128,W vs Vacherot,1.15,1.34,40.3,3.9,9.2%,73.8%,1.7%,61.7%,36.8%,37.5%
2024 Indian Wells R64,L vs Fils,0.91,0.49,43.7,2.1,6.5%,67.7%,14.3%,60.7%,10.7%,29.2%
2024 Dubai QF,L vs Medvedev,0.78,0.54,38.3,2.6,0.0%,46.2%,0.0%,54.5%,24.1%,46.2%
2024 Marseille QF,L vs Humbert,0.85,0.38,34.4,2.0,0.0%,44.4%,4.0%,68.0%,29.2%,9.5%
2024 United Cup RR,W vs Hurkacz,1.19,1.32,57.0,5.0,2.2%,75.6%,0.0%,55.3%,39.5%,35.1%
2023 Paris R64,W vs Shelton,1.13,1.17,59.8,2.8,5.5%,70.9%,0.0%,68.0%,30.6%,32.5%
2023 Shanghai R64,L vs Fils,0.83,0.61,39.8,2.2,6.1%,57.6%,0.0%,59.4%,31.0%,30.8%
2023 US Open R32,L vs Paul,0.84,0.64,27.4,2.2,4.3%,46.8%,2.4%,61.0%,29.8%,41.5%
2025 (9 matches),,1.00,0.89,51.7,2.8,3.7%,62.2%,3.3%,59.7%,32.8%,36.9%
2024 (8 matches),,1.01,0.91,46.9,2.6,3.8%,63.6%,3.6%,56.6%,36.9%,35.1%
2023 (18 matches),,1.01,1.06,43.5,2.5,6.0%,64.5%,2.4%,60.7%,38.2%,40.5%
2022 (10 matches),,1.03,0.98,51.8,2.8,4.7%,60.7%,2.2%,58.7%,39.7%,37.3%
2021 (16 matches),,1.07,0.98,48.9,2.6,3.5%,60.7%,3.2%,55.3%,37.2%,39.5%
Career (118 matches),,1.03,1.00,50.6,2.8,4.0%,61.2%,2.8%,57.9%,38.0%,39.9%
