Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,17,10,7,58.8%,14,7,7,50.0%,2019,2026,R16,17,1.00,4.3%,2.1%,68.0%,66.7%,53.8%,62.6%,37.5%,60.5%,39.2%
Roland Garros,7,Clay,19,11,8,57.9%,11,6,5,54.5%,2019,2025,QF,19,0.98,2.6%,2.9%,67.1%,64.6%,49.3%,59.6%,39.5%,57.7%,43.3%
Wimbledon,6,Grass,12,6,6,50.0%,10,6,4,60.0%,2018,2025,R32,10,1.03,5.0%,3.1%,67.1%,69.2%,54.7%,64.4%,36.7%,59.2%,40.9%
US Open,7,Hard,16,9,7,56.3%,7,4,3,57.1%,2019,2025,R16,16,1.07,4.7%,3.7%,65.1%,67.6%,51.7%,62.0%,40.5%,53.6%,43.4%
Olympics,1,,3,2,1,66.7%,1,0,1,0.0%,2021,2021,R16,0,,,,,,,,,,
Davis Cup,1,,3,1,2,33.3%,1,0,1,0.0%,2023,2023,,3,0.94,5.9%,0.5%,72.2%,73.3%,46.2%,65.8%,32.1%,54.5%,66.7%
Miami Masters,5,Hard,8,3,5,37.5%,4,2,2,50.0%,2022,2026,R32,8,0.95,4.7%,2.7%,66.1%,70.0%,50.0%,63.2%,34.9%,68.0%,25.6%
Indian Wells Masters,6,Hard,13,7,6,53.8%,4,1,3,25.0%,2021,2026,QF,13,1.05,4.6%,3.0%,62.4%,67.4%,54.5%,62.6%,39.5%,59.6%,37.3%
Acapulco,2,Hard,7,5,2,71.4%,5,3,2,60.0%,2025,2026,F,7,1.05,4.7%,2.3%,69.1%,69.6%,52.7%,64.3%,37.6%,48.4%,40.0%
Dallas,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2025,2026,QF,5,1.08,6.9%,0.9%,72.8%,72.1%,54.9%,67.5%,35.2%,72.0%,42.1%
Adelaide,2,Hard,5,3,2,60.0%,2,1,1,50.0%,2025,2026,SF,5,1.11,4.3%,3.2%,66.1%,71.1%,53.0%,64.9%,39.0%,55.6%,45.2%
Paris Masters,6,Hard,14,9,5,64.3%,2,2,0,100.0%,2020,2025,R16,14,1.06,6.0%,3.5%,65.2%,71.2%,50.8%,64.1%,37.9%,54.2%,41.3%
