Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,44,26,18,59.1%,61-41,59.8%,543-484,52.9%,12-11,52.2%,44,84.0%,22.0%,5.8%,2.7%,67.5%,71.3%,53.1%,65.4%,36.6%,51.2%,1.06
Clay,15,9,6,60.0%,21-16,56.8%,194-166,53.9%,1-6,14.3%,15,74.7%,34.3%,2.5%,2.0%,67.7%,65.1%,51.0%,60.5%,42.5%,51.7%,1.08
Grass,7,5,2,71.4%,14-7,66.7%,111-97,53.4%,3-1,75.0%,7,84.5%,20.8%,5.0%,3.2%,66.8%,70.9%,57.6%,66.5%,38.0%,52.1%,1.13
Grand Slams,10,6,4,60.0%,22-15,59.5%,180-160,52.9%,3-1,75.0%,10,81.2%,23.5%,5.7%,2.7%,70.2%,69.7%,54.7%,65.3%,38.1%,51.8%,1.10
Masters,23,13,10,56.5%,30-21,58.8%,279-241,53.7%,6-10,37.5%,23,82.6%,24.8%,5.0%,2.2%,65.7%,69.7%,52.8%,63.9%,38.1%,51.3%,1.06
Other Tours,33,21,12,63.6%,44-28,61.1%,389-346,52.9%,7-7,50.0%,33,81.9%,24.9%,4.5%,2.9%,67.5%,69.9%,52.9%,64.4%,38.2%,51.3%,1.07
Best of 5,10,6,4,60.0%,22-15,59.5%,180-160,52.9%,3-1,75.0%,10,81.2%,23.5%,5.7%,2.7%,70.2%,69.7%,54.7%,65.3%,38.1%,51.8%,1.10
Best of 3,56,34,22,60.7%,74-49,60.2%,668-587,53.2%,13-17,43.3%,56,82.2%,24.8%,4.7%,2.6%,66.7%,69.8%,52.9%,64.2%,38.2%,51.3%,1.07
Finals,2,0,2,0.0%,1-4,20.0%,21-30,41.2%,0-1,0.0%,2,70.8%,15.4%,3.4%,1.1%,66.7%,59.3%,50.8%,56.5%,35.1%,45.9%,0.81
Semi-finals,5,2,3,40.0%,5-6,45.5%,56-59,48.7%,1-2,33.3%,5,86.0%,15.3%,3.4%,2.6%,67.4%,71.3%,50.8%,64.6%,33.1%,49.5%,0.93
Quarter-finals,8,5,3,62.5%,10-7,58.8%,92-88,51.1%,3-1,75.0%,8,80.7%,20.5%,4.5%,3.5%,69.3%,71.0%,54.8%,66.0%,38.2%,51.7%,1.12
vs Righties,56,34,22,60.7%,82-54,60.3%,719-635,53.1%,15-14,51.7%,56,81.6%,24.4%,5.1%,2.7%,67.8%,70.0%,52.8%,64.5%,38.1%,51.4%,1.07
vs Lefties,10,6,4,60.0%,14-10,58.3%,129-112,53.5%,1-4,20.0%,10,84.0%,25.6%,3.9%,2.2%,65.6%,68.6%,55.3%,64.0%,38.4%,51.5%,1.07
vs Top 10,9,4,5,44.4%,11-13,45.8%,120-127,48.6%,2-4,33.3%,9,73.0%,24.4%,3.0%,2.6%,68.6%,64.9%,48.5%,59.7%,37.0%,49.0%,0.92
