Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Paris R32,W vs Cazaux,70.2%,42.4%,0.0%,0/0,2.15,3.9%,55.6%,36.0%,0.0%,2.01,5.9%,97.1%,47.1%,0.0%,2.41,0.0%
2025 Basel F,L vs Fonseca,68.9%,42.9%,8.2%,3/2,2.39,1.9%,61.7%,37.9%,8.5%,2.40,0.0%,100.0%,53.8%,7.7%,2.36,7.1%
2025 Cincinnati R64,L vs Fonseca,64.6%,54.8%,9.2%,4/2,2.56,5.0%,64.3%,51.9%,7.1%,2.35,10.0%,75.0%,60.0%,15.0%,2.78,0.0%
2025 Canada R32,W vs Mensik,56.1%,71.9%,0.0%,0/0,2.14,6.1%,55.2%,68.8%,0.0%,1.88,5.6%,69.6%,75.0%,0.0%,2.43,6.7%
2025 Washington F,L vs De Minaur,71.7%,44.4%,5.3%,6/0,2.09,5.7%,66.7%,47.7%,4.5%,2.13,7.8%,90.2%,40.5%,7.3%,2.04,2.8%
2025 Wimbledon R32,L vs Fritz,64.2%,45.5%,9.2%,10/1,2.42,1.0%,53.8%,40.5%,9.0%,2.47,1.3%,85.4%,51.4%,9.8%,2.26,0.0%
2025 Monte Carlo SF,L vs Alcaraz,76.7%,44.6%,6.8%,5/0,2.46,1.2%,70.8%,50.0%,4.2%,2.39,1.7%,91.7%,36.4%,12.5%,2.64,0.0%
2025 Monte Carlo QF,W vs Popyrin,56.1%,62.5%,1.8%,1/0,2.28,0.0%,55.6%,60.0%,0.0%,2.05,0.0%,75.0%,66.7%,6.3%,2.80,0.0%
2025 Acapulco F,L vs Machac,49.2%,33.3%,1.6%,1/0,2.42,3.3%,38.5%,13.3%,2.6%,2.47,5.7%,75.0%,53.3%,0.0%,2.35,0.0%
2025 Delray Beach F,L vs Kecmanovic,72.7%,48.4%,6.8%,3/3,2.37,3.0%,69.5%,46.3%,1.7%,2.30,4.9%,79.3%,52.2%,17.2%,2.48,0.0%
2024 Canada R32,W vs Medvedev,66.7%,54.0%,1.3%,0/1,-,12.9%,59.6%,42.9%,2.1%,-,18.9%,91.7%,68.2%,0.0%,-,4.0%
2024 Roland Garros R64,L vs Ruud,69.9%,52.0%,4.1%,5/1,2.27,2.2%,67.7%,47.8%,2.0%,2.17,3.0%,81.4%,60.0%,9.3%,2.53,0.0%
2024 Roland Garros R128,W vs Vacherot,65.7%,50.7%,3.8%,4/0,2.09,4.3%,69.0%,51.0%,1.4%,2.05,6.2%,66.7%,50.0%,10.0%,2.16,0.0%
2024 Indian Wells R64,L vs Fils,38.5%,40.0%,3.8%,2/0,-,6.1%,29.6%,37.5%,0.0%,-,14.3%,52.2%,41.7%,8.7%,-,0.0%
2024 Dubai QF,L vs Medvedev,65.5%,41.7%,3.6%,2/0,-,11.1%,67.6%,39.1%,2.9%,-,16.7%,76.5%,46.2%,5.9%,-,0.0%
2024 Marseille QF,L vs Humbert,53.3%,37.5%,8.9%,3/1,-,17.1%,34.6%,22.2%,11.5%,-,18.5%,78.9%,46.7%,5.3%,-,12.5%
2024 United Cup RR,W vs Hurkacz,66.3%,50.9%,5.0%,3/1,2.29,1.5%,63.3%,50.0%,1.7%,2.24,2.6%,88.2%,53.3%,17.6%,2.37,0.0%
2023 Paris R64,W vs Shelton,60.7%,44.4%,3.4%,2/1,2.26,7.9%,55.1%,48.1%,2.0%,2.22,13.6%,75.0%,40.7%,5.6%,2.31,0.0%
2023 Shanghai R64,L vs Fils,61.8%,41.2%,3.6%,2/0,-,11.1%,50.0%,31.3%,3.1%,-,16.1%,90.0%,50.0%,5.0%,-,0.0%
2023 Canada SF,L vs De Minaur,75.5%,60.0%,1.9%,0/1,2.26,31.4%,52.0%,84.6%,4.0%,2.22,47.8%,96.4%,48.1%,0.0%,2.33,0.0%
Career (65 matches),,68.5%,48.8%,4.7%,66.0%,2.26,6.2%,65.3%,46.0%,3.9%,2.25,8.1%,83.3%,52.9%,6.7%,2.29,2.4%
