Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Washington R64,L vs Copil,67% (10/15),20% (1/5),1/2,0/0,56% (5/9),1/3,0/1,- (0/0),- (0/0)
2019 Columbus CH F,W vs Nam,46% (6/13),67% (6/9),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 Columbus CH QF,W vs Uchiyama,56% (9/16),38% (3/8),2/4,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Columbus CH R16,W vs Smyczek,86% (6/7),60% (6/10),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 Columbus CH R32,W vs Sarmiento,77% (10/13),33% (3/9),2/4,1/2,75% (3/4),1/1,0/0,- (0/0),- (0/0)
2019 Savannah CH R32,L vs Korda,50% (6/12),0% (0/3),0/0,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2019 Tallahassee CH QF,L vs Paul,33% (3/9),67% (2/3),0/0,0/0,63% (10/16),4/6,4/5,- (0/0),- (0/0)
2019 Tallahassee CH R16,W vs Coria,85% (11/13),32% (6/19),2/2,1/1,43% (3/7),1/2,0/0,- (0/0),- (0/0)
2019 Tallahassee CH R32,W vs Muller,48% (11/23),80% (4/5),2/2,1/1,60% (3/5),1/2,0/0,- (0/0),- (0/0)
2019 Sarasota CH R64,L vs Elias,25% (2/8),100% (1/1),0/0,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2019 St. Brieuc CH R16,L vs Majchrzak,78% (7/9),- (0/0),0/0,0/0,33% (1/3),1/3,1/2,- (0/0),- (0/0)
2019 St. Brieuc CH R32,W vs Zopp,54% (7/13),78% (7/9),2/2,1/1,56% (5/9),0/1,0/0,- (0/0),- (0/0)
2019 St. Brieuc CH R64,W vs Kotov,67% (8/12),67% (4/6),2/3,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2019 Lille CH R16,L vs Gombos,33% (2/6),50% (1/2),0/0,0/0,64% (9/14),0/2,0/1,- (0/0),- (0/0)
2019 Lille CH R32,W vs Otte,85% (11/13),54% (7/13),2/3,1/1,40% (2/5),0/1,0/0,20% (1/5),40% (2/5)
2019 Lille CH R64,W vs Masur,64% (9/14),57% (4/7),2/5,1/1,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2019 Drummondville CH QF,L vs Berankis,90% (9/10),50% (1/2),0/0,0/0,33% (1/3),1/3,1/2,60% (3/5),0% (0/5)
2019 Drummondville CH R16,W vs Brouwer,76% (13/17),71% (5/7),2/2,1/1,50% (4/8),1/2,0/0,70% (7/10),56% (5/9)
2019 Drummondville CH R32,W vs Sels,67% (8/12),57% (4/7),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Pau CH R32,L vs Ymer,53% (9/17),50% (3/6),1/2,0/0,67% (8/12),5/7,2/3,- (0/0),- (0/0)
2019 (34 matches),,64.7%,50.7%,65.8%,67.6%,61.3%,48.3%,60.7%,70.3%,42.2%
2018 (4 matches),,61.8%,26.1%,40.0%,33.3%,60.0%,44.4%,33.3%,100.0%,30.0%
2017 (2 matches),,71.4%,0.0%,-,-,36.4%,0.0%,0.0%,-,-
2016 (5 matches),,61.6%,51.9%,47.4%,33.3%,60.0%,70.0%,0.0%,76.9%,38.5%
Career (45 matches),,64.2%,47.6%,60.0%,55.8%,60.0%,48.2%,52.9%,75.0%,40.2%
