Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-05-08),1134,7,,,,,,,,,,,,
2022,667,38,352,1376,294,1381,360,1300,232,1366,,,,
2021,231,279,309,1401,296,1379,275,1397,224,1402,,,,
2020,189,340,149,1586,132,1565,173,1495,,,,,,
2019,168,303,257,1482,239,1457,234,1451,167,1475,,,,
2018,330,71,296,1413,276,1386,,,,,,,,
2017,696,30,,,,,,,,,563,88,,
2016,340,137,171,1576,136,1577,,,,,539,98,,
2015,925,16,,,,,,,,,847,46,,
2013,1183,6,,,,,,,,,1666,6,,
