Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Miami R128,W vs Zhang,44% (4/9),100% (4/4),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2026 Indian Wells R128,L vs Berrettini,24% (4/17),75% (3/4),0/2,35% (6/17),33% (2/6),3/3,1/2,2/4,0/0,1/2
2026 Montpellier F,L vs Auger Aliassime,0% (0/10),- (0/0),0/1,27% (3/11),33% (1/3),0/0,0/0,2/3,0/0,2/2
2026 Montpellier R32,W vs Martinez,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,1/1,2/2,1/1,0/0
2026 Australian Open R128,L vs Hijikata,31% (4/13),25% (1/4),0/5,58% (7/12),14% (1/7),1/1,0/0,1/2,0/0,1/1
2025 US Open R128,W vs Griekspoor,50% (7/14),86% (6/7),0/1,29% (4/14),75% (3/4),3/3,0/1,0/0,0/0,0/0
2025 Cincinnati R16,L vs Sinner,9% (1/11),100% (1/1),1/2,36% (4/11),50% (2/4),0/0,0/0,1/1,0/0,0/0
2025 Montpellier R32,L vs Gasquet,0% (0/9),- (0/0),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,0/0
2025 Australian Open R128,L vs Khachanov,20% (3/15),100% (3/3),2/5,60% (9/15),33% (3/9),2/3,0/0,1/2,0/0,0/1
2024 Chengdu QF,L vs Musetti,14% (2/14),50% (1/2),0/4,43% (6/14),33% (2/6),0/0,0/0,1/1,0/0,0/0
2024 US Open R64,L vs Goffin,43% (9/21),78% (7/9),5/10,60% (12/20),17% (2/12),3/6,0/1,2/2,0/0,0/0
2024 US Open R128,W vs Coric,43% (6/14),100% (6/6),2/2,20% (3/15),33% (1/3),4/4,1/1,0/0,1/1,0/0
2024 Wimbledon R128,L vs Monfils,10% (2/21),100% (2/2),0/2,35% (7/20),57% (4/7),1/1,0/0,1/2,0/0,1/1
2024 Queen's Club R32,L vs Dimitrov,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,0/0,0/0,0/0
2024 Indian Wells R32,L vs Dimitrov,11% (1/9),0% (0/1),0/2,56% (5/9),40% (2/5),0/0,0/0,1/2,0/0,0/1
2024 Indian Wells R64,W vs Machac,71% (5/7),80% (4/5),0/0,38% (3/8),100% (3/3),4/4,2/2,0/0,1/1,0/0
2024 Dallas SF,L vs Giron,13% (1/8),0% (0/1),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/0
2024 Australian Open R16,L vs Djokovic,18% (2/11),0% (0/2),0/5,70% (7/10),0% (0/7),0/0,0/0,1/3,0/0,1/1
2024 Australian Open R32,W vs Shelton,33% (8/24),75% (6/8),1/6,38% (10/26),30% (3/10),4/6,2/4,3/4,1/2,0/0
2024 Australian Open R128,W vs Wawrinka,35% (8/23),88% (7/8),2/4,22% (5/23),20% (1/5),7/7,3/3,0/0,1/1,0/0
2026 (5 matches),,24.1%,71.4%,0.0%,31.0%,33.3%,100.0%,66.7%,63.6%,100.0%,80.0%
2025 (4 matches),,22.4%,90.9%,27.3%,43.8%,42.9%,83.3%,0.0%,75.0%,-,0.0%
2024 (13 matches),,24.4%,75.0%,21.3%,41.6%,28.4%,82.1%,72.7%,66.7%,80.0%,75.0%
2023 (22 matches),,27.7%,78.3%,20.8%,29.5%,34.1%,80.4%,94.7%,83.9%,100.0%,75.0%
2022 (16 matches),,24.0%,58.0%,20.5%,30.5%,29.0%,84.6%,100.0%,82.8%,100.0%,75.0%
Career (471 matches),,32.0%,71.4%,19.1%,34.3%,33.1%,81.9%,82.7%,71.8%,86.5%,66.3%
