Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Miami R128,W vs Zhang,38.3%,48.9%,55.2%,44.9%,55.2%,72.4%,69.2%,65.9%,46.2%,68.8%,0.0%,11.1%,11.1%,43.8%,-79
2026 Indian Wells R128,L vs Berrettini,18.6%,31.9%,53.3%,26.5%,23.0%,40.5%,59.6%,35.0%,35.3%,65.0%,60.0%,10.8%,16.2%,42.4%,-5
2026 Montpellier F,L vs Auger Aliassime,36.5%,44.4%,46.2%,41.6%,47.4%,57.9%,50.0%,55.8%,52.9%,81.0%,0.0%,20.8%,25.0%,42.1%,-19
2026 Montpellier R32,W vs Martinez,43.1%,47.7%,58.3%,48.3%,61.4%,65.9%,52.9%,69.1%,44.4%,61.5%,0.0%,5.0%,10.0%,63.2%,-66
2026 Australian Open R128,L vs Hijikata,28.4%,37.8%,32.0%,33.9%,28.9%,44.4%,37.5%,38.0%,45.5%,65.2%,66.7%,30.8%,30.8%,22.2%,78
2025 US Open R128,W vs Griekspoor,29.1%,36.0%,63.8%,34.2%,48.9%,57.4%,79.2%,58.3%,44.4%,69.0%,75.0%,5.6%,11.1%,52.9%,-62
2025 Cincinnati R16,L vs Sinner,32.5%,49.4%,47.2%,38.7%,45.8%,64.6%,50.0%,56.5%,59.1%,69.2%,40.0%,15.6%,31.3%,44.4%,39
2025 Montpellier R32,L vs Gasquet,10.7%,28.6%,52.1%,20.9%,13.9%,38.9%,54.8%,29.7%,56.3%,75.0%,75.0%,5.6%,11.1%,47.1%,-63
2025 Australian Open R128,L vs Khachanov,17.9%,24.5%,46.3%,20.9%,29.8%,38.3%,48.5%,36.6%,38.1%,69.2%,40.0%,9.6%,15.4%,44.7%,-25
2024 Chengdu QF,L vs Musetti,21.4%,35.7%,54.0%,31.0%,27.3%,45.5%,52.5%,41.8%,44.8%,80.8%,100.0%,11.5%,19.2%,56.5%,-4
2024 US Open R64,L vs Goffin,17.9%,24.8%,43.8%,22.2%,23.3%,37.0%,42.9%,31.8%,36.1%,59.5%,50.0%,13.8%,13.8%,44.6%,19
2024 Wimbledon R128,L vs Monfils,22.7%,36.2%,54.8%,31.3%,25.0%,43.2%,53.0%,38.9%,41.0%,71.4%,66.7%,20.8%,27.1%,57.9%,64
2024 Queens Club R32,L vs Dimitrov,22.0%,32.0%,32.4%,26.0%,25.0%,41.7%,38.9%,33.3%,40.0%,55.6%,66.7%,20.8%,25.0%,26.3%,37
2024 Indian Wells R32,L vs Dimitrov,25.4%,31.7%,45.5%,30.5%,32.4%,43.2%,52.0%,41.1%,47.1%,60.0%,40.0%,17.4%,17.4%,36.8%,51
2024 Indian Wells R64,W vs Machac,29.3%,37.9%,56.4%,32.8%,42.9%,54.3%,55.0%,48.6%,50.0%,76.2%,33.3%,9.5%,14.3%,57.9%,-22
2024 Dallas SF,L vs Giron,20.0%,23.6%,40.5%,23.1%,26.5%,29.4%,44.0%,31.5%,62.5%,50.0%,50.0%,10.5%,15.8%,35.3%,-13
2024 Australian Open R16,L vs Djokovic,25.9%,34.5%,23.3%,30.3%,35.3%,47.1%,22.7%,42.9%,58.8%,76.5%,75.0%,12.5%,16.7%,23.8%,-79
2024 Australian Open R32,W vs Shelton,19.1%,25.0%,53.1%,23.1%,23.1%,31.4%,51.6%,29.3%,47.3%,54.5%,50.0%,13.8%,15.5%,56.0%,13
2024 Australian Open R128,W vs Wawrinka,35.1%,42.7%,54.4%,40.3%,41.3%,54.7%,68.2%,50.4%,36.4%,66.7%,50.0%,30.0%,30.0%,37.1%,83
2024 United Cup SF,L vs Hurkacz,15.7%,24.3%,53.4%,23.6%,15.6%,26.7%,60.5%,27.8%,60.0%,68.0%,66.7%,16.7%,20.8%,40.0%,-19
Career (96 matches),,26.0%,34.6%,50.4%,31.4%,32.9%,44.6%,52.8%,41.8%,40.6%,63.6%,54.1%,16.2%,20.4%,47.0%,38
