Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R128,W vs Zhang,3.7,3.3,4.0,61.9%,57.1%,62.5%,37.5%,42.1%,0.0%,-1.0,-1.6,12.0,13.8
2026 Indian Wells R128,L vs Berrettini,4.6,5.1,4.2,49.2%,50.0%,40.9%,44.8%,51.1%,5.2%,5.0,2.6,1.5,0.8
2026 Montpellier F,L vs Auger Aliassime,3.7,4.1,3.2,47.4%,40.0%,35.7%,33.3%,54.5%,13.2%,-3.0,-3.4,-1.0,-1.6
2026 Montpellier R32,W vs Martinez,4.4,3.9,5.0,57.1%,57.1%,50.0%,62.5%,64.4%,11.4%,-8.0,-5.7,0.5,0.7
2026 Australian Open R128,L vs Hijikata,4.3,3.6,4.8,45.2%,40.5%,23.5%,31.3%,64.2%,10.0%,-3.0,-1.7,-0.5,-0.6
2025 US Open R128,W vs Griekspoor,3.9,4.7,3.1,51.3%,72.7%,80.0%,64.7%,30.6%,5.0%,8.5,9.9,17.5,9.4
2025 Cincinnati R16,L vs Sinner,3.5,4.1,2.7,47.5%,36.0%,55.6%,40.0%,56.9%,7.1%,-3.5,-3.2,7.5,9.5
2025 Montpellier R32,L vs Gasquet,4.3,4.9,3.6,35.6%,52.4%,57.1%,20.0%,53.1%,15.7%,6.0,7.4,-5.5,-8.1
2025 Australian Open R128,L vs Khachanov,4.6,5.1,4.0,45.2%,38.5%,48.0%,26.3%,54.9%,6.3%,-12.0,-6.3,-3.5,-2.4
2024 Chengdu QF,L vs Musetti,5.0,5.0,5.0,47.8%,47.5%,35.3%,41.7%,49.4%,4.5%,-4.0,-2.4,12.0,7.0
2024 US Open R64,L vs Goffin,5.3,5.2,5.3,46.0%,46.9%,45.5%,45.5%,52.0%,7.1%,-5.0,-1.5,4.0,1.3
2024 Wimbledon R128,L vs Monfils,4.3,5.2,3.1,45.0%,49.1%,57.7%,50.0%,47.8%,10.1%,10.5,5.3,8.5,4.2
2024 Queens Club R32,L vs Dimitrov,3.4,4.1,2.4,38.7%,30.8%,40.0%,0.0%,50.4%,7.1%,-10.5,-18.4,-2.0,-3.8
2024 Indian Wells R32,L vs Dimitrov,4.1,5.0,2.7,41.8%,47.4%,35.7%,30.0%,46.9%,16.1%,0.5,0.7,-5.0,-6.4
2024 Indian Wells R64,W vs Machac,4.2,4.5,3.9,58.6%,61.5%,80.0%,50.0%,51.4%,10.1%,6.5,7.4,2.5,3.1
2024 Dallas SF,L vs Giron,5.8,6.5,4.8,43.5%,26.3%,60.0%,23.8%,51.9%,18.6%,-4.5,-4.3,-6.0,-6.5
2024 Australian Open R16,L vs Djokovic,5.5,6.9,4.3,37.0%,22.2%,25.0%,33.3%,44.7%,13.3%,-10.0,-7.6,-4.5,-3.1
2024 Australian Open R32,W vs Shelton,5.0,5.3,4.7,39.9%,57.6%,65.9%,53.7%,54.3%,7.1%,18.0,4.6,18.0,5.8
2024 Australian Open R128,W vs Wawrinka,4.3,4.4,4.2,49.4%,62.1%,57.1%,59.4%,61.2%,5.3%,9.5,3.2,14.0,7.9
2024 United Cup SF,L vs Hurkacz,5.5,6.1,4.7,35.4%,56.5%,55.6%,40.9%,62.0%,10.1%,2.0,1.2,5.5,5.7
Career (96 matches),,4.5,4.9,4.1,47.5%,49.0%,50.4%,50.1%,53.8%,8.6%,1.6,1.0,2.1,1.7
