Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,486,233,253,47.9%,585-632,48.1%,5889-5999,49.5%,95-124,43.4%,482,77.7%,21.7%,6.5%,3.2%,59.8%,70.6%,51.3%,62.8%,36.7%,49.7%,0.99
Clay,78,17,61,21.8%,57-147,27.9%,804-1101,42.2%,8-16,33.3%,78,64.3%,20.2%,3.5%,2.9%,60.1%,62.6%,47.4%,56.5%,36.0%,46.5%,0.83
Grass,126,73,53,57.9%,174-152,53.4%,1632-1576,50.9%,30-27,52.6%,126,80.4%,21.9%,6.4%,3.3%,62.4%,70.8%,52.7%,64.0%,36.4%,50.3%,1.01
Grand Slams,113,51,62,45.1%,175-226,43.6%,1823-2003,47.6%,22-33,40.0%,113,74.4%,21.3%,6.0%,3.2%,60.1%,68.5%,50.4%,61.3%,36.5%,48.9%,0.94
Masters,144,59,85,41.0%,147-189,43.8%,1577-1677,48.5%,17-37,31.5%,144,75.7%,21.9%,5.5%,3.1%,59.1%,69.2%,50.8%,61.7%,36.7%,49.3%,0.96
Other Tours,423,205,218,48.5%,477-506,48.5%,4773-4867,49.5%,91-94,49.2%,421,77.7%,21.6%,6.3%,3.2%,60.7%,70.3%,51.4%,62.9%,36.5%,49.7%,0.98
Best of 5,114,52,62,45.6%,178-228,43.8%,1854-2032,47.7%,23-34,40.4%,114,74.7%,21.2%,6.1%,3.1%,60.2%,68.6%,50.6%,61.4%,36.5%,48.9%,0.94
Best of 3,576,271,305,47.0%,638-703,47.6%,6471-6644,49.3%,110-133,45.3%,572,77.3%,21.7%,6.1%,3.2%,60.4%,70.0%,51.3%,62.6%,36.6%,49.6%,0.98
Finals,16,5,11,31.3%,12-24,33.3%,144-192,42.9%,3-3,50.0%,16,72.6%,13.3%,5.1%,3.0%,61.0%,70.1%,47.6%,61.4%,32.0%,46.9%,0.83
Semi-finals,27,16,11,59.3%,35-28,55.6%,321-310,50.9%,8-3,72.7%,27,81.6%,19.6%,5.7%,3.0%,61.7%,71.8%,53.5%,64.8%,35.1%,50.1%,1.00
Quarter-finals,64,26,38,40.6%,67-87,43.5%,718-770,48.3%,11-17,39.3%,63,77.0%,20.3%,5.4%,3.4%,62.3%,69.8%,50.7%,62.6%,35.4%,49.1%,0.95
vs Righties,598,270,328,45.2%,695-810,46.2%,7195-7538,48.8%,121-149,44.8%,595,76.8%,21.2%,6.1%,3.1%,60.5%,69.7%,51.1%,62.3%,36.4%,49.4%,0.97
vs Lefties,89,50,39,56.2%,115-121,48.7%,1093-1119,49.4%,12-18,40.0%,88,75.3%,23.8%,6.4%,4.0%,59.6%,69.5%,50.9%,62.0%,37.8%,49.8%,0.99
vs Top 10,74,11,63,14.9%,41-154,21.0%,753-1134,39.9%,13-23,36.1%,74,68.6%,12.0%,4.4%,3.1%,61.0%,64.9%,47.6%,58.1%,31.0%,45.0%,0.74
