Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,31,15,16,48.4%,37-41,47.4%,390-388,50.1%,4-10,28.6%,31,82.1%,19.3%,7.8%,2.4%,59.9%,73.7%,51.7%,64.9%,34.7%,49.9%,0.99
Clay,2,1,1,50.0%,3-2,60.0%,26-27,49.1%,2-0,100.0%,2,65.4%,28.0%,1.7%,1.7%,66.3%,60.8%,47.5%,56.4%,40.8%,49.2%,0.93
Grass,5,3,2,60.0%,8-6,57.1%,74-66,52.9%,1-1,50.0%,5,86.8%,20.0%,7.8%,1.4%,60.6%,74.9%,56.1%,67.5%,37.4%,51.8%,1.15
Grand Slams,8,5,3,62.5%,15-13,53.6%,139-133,51.1%,1-2,33.3%,8,82.0%,21.3%,7.7%,2.3%,59.0%,73.4%,52.6%,64.9%,38.1%,51.0%,1.09
Masters,11,6,5,54.5%,14-11,56.0%,134-119,53.0%,1-3,25.0%,11,84.7%,22.4%,7.7%,1.9%,58.9%,75.1%,54.5%,66.6%,35.9%,51.2%,1.07
Other Tours,19,8,11,42.1%,19-25,43.2%,217-229,48.7%,5-6,45.5%,19,80.2%,17.4%,7.1%,2.3%,62.1%,71.8%,50.4%,63.7%,33.3%,49.0%,0.92
Best of 5,8,5,3,62.5%,15-13,53.6%,139-133,51.1%,1-2,33.3%,8,82.0%,21.3%,7.7%,2.3%,59.0%,73.4%,52.6%,64.9%,38.1%,51.0%,1.09
Best of 3,30,14,16,46.7%,33-36,47.8%,351-348,50.2%,6-9,40.0%,30,81.8%,19.2%,7.3%,2.1%,60.9%,72.9%,51.9%,64.7%,34.3%,49.8%,0.97
Finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,81.8%,0.0%,6.3%,1.6%,60.3%,73.7%,52.0%,65.1%,20.7%,43.8%,0.59
Semi-finals,1,1,0,100.0%,2-1,66.7%,13-13,50.0%,0-0,-,1,84.6%,15.4%,14.9%,4.1%,62.2%,78.3%,53.6%,68.9%,27.7%,49.6%,0.89
Quarter-finals,1,1,0,100.0%,2-1,66.7%,17-15,53.1%,0-0,-,1,87.5%,18.8%,3.2%,1.1%,69.9%,75.4%,46.4%,66.7%,33.0%,50.0%,0.99
vs Righties,33,16,17,48.5%,41-41,50.0%,418-402,51.0%,5-9,35.7%,33,81.3%,21.5%,7.4%,2.1%,60.0%,72.6%,52.2%,64.4%,36.5%,50.5%,1.03
vs Lefties,5,3,2,60.0%,7-8,46.7%,72-79,47.7%,2-2,50.0%,5,84.9%,10.8%,7.6%,2.7%,62.4%,75.3%,51.7%,66.5%,29.3%,48.5%,0.87
vs Top 10,6,1,5,16.7%,3-12,20.0%,65-88,42.5%,1-3,25.0%,6,77.0%,9.3%,7.3%,3.1%,60.8%,70.6%,48.7%,62.0%,27.2%,45.5%,0.72
