Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Goffin,91.1,100.8,11.1,105.6,95.8,115,72,80.3,6.7,83.5,81.3,96,66
2024 US Open R128,W vs Coric,90.3,100.8,13.1,105.2,97.0,121,73,80.0,5.7,76.1,81.3,91,68
2024 Wimbledon R128,L vs Monfils,98.1,105.4,11.9,113.2,99.5,122,80,84.6,4.1,80.5,87.7,93,76
2023 US Open R32,L vs Tiafoe,99.2,105.9,11.9,110.3,100.3,123,71,87.6,6.0,86.0,94.0,100,76
2023 US Open R64,W vs Marozsan,100.2,106.6,10.8,114.7,100.7,123,87,90.9,4.8,90.3,92.0,101,82
2023 US Open R128,W vs Watanuki,98.5,104.9,11.0,108.5,100.7,121,80,86.0,6.9,86.0,81.3,101,70
2023 Wimbledon R64,L vs Medvedev,98.7,106.1,12.4,115.6,103.7,123,80,84.8,5.7,78.0,,98,75
2022 US Open R128,L vs Brouwer,94.2,104.3,11.3,110.6,102.9,118,84,84.6,7.3,88.7,92.0,102,71
2022 Wimbledon R64,L vs Paul,102.5,109.3,10.9,115.2,103.3,124,81,89.9,7.7,88.3,103.0,107,77
2021 US Open R64,L vs Tsitsipas,99.2,108.7,10.1,113.9,101.7,122,85,85.5,5.6,87.6,81.0,115,77
2021 US Open R128,W vs Herbert,92.9,101.4,12.0,112.1,96.3,120,73,82.1,8.0,78.4,80.0,96,62
2021 Wimbledon R128,L vs Federer,102.5,108.3,9.2,113.3,103.3,121,92,90.8,5.0,93.0,103.0,103,79
2020 US Open R32,L vs Zverev,99.7,108.1,10.5,114.4,99.9,124,88,85.8,5.0,84.5,84.3,96,74
2020 US Open R64,W vs Sock,99.8,109.6,10.2,116.7,103.1,122,88,83.3,4.5,82.0,86.0,92,67
2019 US Open R128,L vs Evans,96.3,108.4,9.1,112.5,106.8,121,81,84.1,6.3,84.7,82.0,99,70
2019 Wimbledon R128,L vs Cilic,105.1,112.1,9.9,116.3,110.4,125,80,93.5,6.0,94.0,92.0,103,64
2019 Roland Garros R64,L vs Monfils,101.2,114.0,7.2,,,122,96,85.9,4.7,,,91,66
2019 Roland Garros R128,W vs Travaglia,101.9,111.7,7.4,,,126,96,85.9,4.0,,,95,75
2018 US Open R128,L vs Tiafoe,98.0,107.0,7.7,113.1,102.7,124,82,83.2,6.8,79.3,90.0,100,70
2018 Wimbledon R16,L vs Federer,106.9,111.4,8.5,116.5,103.9,125,90,90.2,4.3,88.5,,97,79
Career (49 matches),,99.3,107.7,10.2,113.8,102.5,127,68,85.7,6.0,85.8,87.1,123,62
