Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R128,W vs Zhang,0.0%,-,6.0%,50.0%,8.2%,0.0%,0.0%,14.3%,8.3%,0.0%,-,11,25
2026 Indian Wells R128,L vs Berrettini,2.8%,100.0%,8.9%,73.7%,9.0%,11.8%,8.7%,5.0%,3.4%,0.5%,0.0%,-79,-85
2026 Montpellier F,L vs Auger Aliassime,5.1%,100.0%,8.3%,70.0%,8.2%,12.5%,4.5%,8.2%,8.3%,0.6%,100.0%,-75,-29
2026 Montpellier R32,W vs Martinez,5.9%,66.7%,16.7%,85.0%,2.6%,7.4%,0.0%,12.0%,0.0%,0.9%,50.0%,17,87
2026 Australian Open R128,L vs Hijikata,6.0%,75.0%,16.6%,59.3%,8.6%,11.4%,0.0%,6.8%,16.7%,0.4%,0.0%,-68,-53
2025 US Open R128,W vs Griekspoor,1.4%,0.0%,9.2%,88.2%,7.6%,30.8%,0.0%,7.6%,13.3%,1.0%,66.7%,-47,-22
2025 Cincinnati R16,L vs Sinner,0.0%,-,6.2%,77.8%,13.5%,14.3%,10.0%,15.9%,21.4%,0.5%,0.0%,20,46
2025 Montpellier R32,L vs Gasquet,5.5%,66.7%,13.5%,71.4%,14.7%,24.0%,0.0%,10.4%,22.2%,2.8%,40.0%,11,-39
2025 Australian Open R128,L vs Khachanov,0.0%,-,9.1%,58.8%,2.5%,11.5%,0.0%,6.5%,13.6%,0.3%,0.0%,-78,-62
2024 Chengdu QF,L vs Musetti,11.5%,77.8%,15.0%,69.2%,6.5%,8.3%,9.1%,11.6%,15.6%,0.6%,0.0%,-19,-25
2024 US Open R64,L vs Goffin,0.7%,0.0%,9.6%,71.4%,5.9%,12.8%,4.8%,8.3%,13.0%,0.3%,50.0%,-62,-53
2024 Wimbledon R128,L vs Monfils,6.4%,66.7%,16.5%,69.8%,12.8%,17.6%,0.0%,12.2%,11.6%,1.1%,40.0%,-26,-19
2024 Queens Club R32,L vs Dimitrov,4.2%,50.0%,11.0%,60.0%,6.4%,14.3%,0.0%,4.8%,22.2%,0.0%,-,21,1
2024 Indian Wells R32,L vs Dimitrov,0.0%,-,5.5%,66.7%,6.5%,0.0%,100.0%,7.4%,0.0%,0.0%,-,-26,-21
2024 Indian Wells R64,W vs Machac,0.0%,-,5.5%,66.7%,5.3%,10.5%,0.0%,6.9%,4.8%,0.5%,0.0%,-111,-68
2024 Dallas SF,L vs Giron,0.0%,-,10.4%,50.0%,3.3%,5.6%,0.0%,2.5%,10.0%,0.0%,-,-119,-112
2024 Australian Open R16,L vs Djokovic,1.8%,100.0%,11.0%,35.7%,4.1%,8.7%,0.0%,5.6%,0.0%,0.3%,100.0%,-71,-69
2024 Australian Open R32,W vs Shelton,2.8%,100.0%,11.2%,65.9%,7.6%,5.0%,0.0%,7.8%,25.7%,0.8%,16.7%,-93,-84
2024 Australian Open R128,W vs Wawrinka,1.7%,100.0%,5.6%,73.3%,6.5%,16.7%,3.3%,10.8%,16.7%,0.4%,50.0%,-73,-34
2024 United Cup SF,L vs Hurkacz,2.9%,100.0%,12.5%,87.5%,6.0%,16.7%,4.3%,11.0%,27.3%,0.3%,0.0%,-95,-91
Career (96 matches),,2.3%,72.6%,10.2%,67.7%,7.4%,14.2%,3.3%,7.7%,12.1%,0.8%,34.2%,-55,-42
