Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),43,1082,102,1699,99,1660,186,1520,47,1673,,,,
2025,69,817,92,1719,88,1682,180,1530,42,1683,,,,
2024,66,779,92,1717,83,1693,171,1545,54,1658,872,45,,
2023,22,1755,30,1853,22,1812,105,1627,15,1781,,,,
2022,46,946,65,1757,57,1731,130,1591,41,1689,,,,
2021,71,879,87,1712,71,1696,136,1578,44,1689,,,,
2020,35,1516,43,1791,40,1756,80,1658,,,,,,
2019,43,1111,59,1785,61,1730,80,1667,26,1734,227,270,123,1513
2018,42,1045,50,1779,58,1721,69,1674,27,1738,278,180,125,1481
2017,28,1635,33,1874,31,1815,49,1749,21,1777,286,205,,
2016,60,791,77,1742,74,1695,100,1641,46,1698,92,880,,
2015,47,930,62,1763,60,1723,98,1628,54,1672,220,315,128,1430
2014,44,898,54,1791,49,1754,98,1634,50,1678,679,65,,
2013,59,784,102,1684,90,1643,135,1578,77,1621,799,45,,
2012,192,247,150,1610,135,1577,160,1535,107,1566,388,153,,
2011,87,623,104,1682,99,1640,125,1585,67,1629,561,83,,
2010,83,600,78,1729,70,1696,124,1591,45,1680,853,32,,
2009,179,263,153,1603,139,1574,214,1482,73,1614,,,,
2008,134,363,104,1694,79,1676,190,1509,70,1612,683,54,,
2007,324,112,,,,,,,,,366,143,,
2006,446,66,,,,,,,,,828,30,,
2005,903,11,,,,,,,,,,,,
2004,1119,4,,,,,,,,,1760,1,,
