Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Woking QF,L vs Pattinama Kerkhove,0.96,0.72,54.2,2.3,-,48.3%,-,53.6%,35.3%,39.3%
2019 W25 Palmela R16,L vs Silva,0.97,0.82,67.7,5.2,-,45.8%,-,60.0%,42.2%,38.1%
2019 W25 Obidos R16,L vs Galfi,0.89,0.74,52.7,2.4,0.0%,52.9%,0.0%,46.9%,34.5%,50.0%
2019 W25 Obidos R32,W vs Detiuc,1.10,1.36,49.6,2.6,0.0%,58.5%,0.0%,61.5%,54.5%,43.3%
2019 W25 Obidos R32,L vs Galfi,0.88,0.41,31.1,2.0,0.0%,34.6%,0.0%,45.8%,33.3%,22.2%
2017 Zawada Near Opole $25K QF,L vs Chwalinska,0.88,0.63,45.6,2.3,3.6%,53.6%,0.0%,55.6%,30.0%,35.7%
2017 Zawada Near Opole $25K R16,W vs Lesniak,1.15,1.16,69.3,36.3,0.0%,60.7%,0.0%,58.8%,47.3%,33.3%
2017 Zawada Near Opole $25K R32,W vs Wysoczanska,1.01,3.15,31.5,2.2,0.0%,75.0%,0.0%,77.8%,71.4%,76.9%
2017 Shrewsbury $25K R16,L vs Ozgen,0.83,0.72,48.2,6.7,0.0%,44.1%,0.0%,63.3%,41.2%,40.0%
2017 Sunderland $15K R16,L vs Wargnier,0.96,0.79,61.8,2.9,0.0%,53.7%,0.0%,51.3%,40.5%,37.1%
2017 Sunderland $15K R32,W vs Andrei,1.11,1.25,68.2,3.3,2.5%,57.5%,5.0%,57.5%,54.1%,40.6%
2017 Wirral $15K QF,L vs Lumsden,1.02,0.65,62.1,2.8,5.3%,42.1%,8.3%,66.7%,23.3%,35.7%
2017 Wirral $15K R16,W vs Stefanini,1.23,1.66,46.5,2.0,2.9%,68.6%,5.9%,55.9%,44.0%,59.1%
2017 Wirral $15K R32,W vs Stadler,1.19,1.43,54.0,2.0,3.0%,63.6%,0.0%,62.5%,45.7%,42.9%
2017 Joue Les Tours $25K R32,L vs Von Deichmann,0.99,0.81,85.4,2.8,0.0%,54.1%,0.0%,66.1%,32.1%,33.3%
2017 Cherboug en Cotentin $25K QF,L vs Albie,0.78,0.51,36.3,2.2,0.0%,62.1%,0.0%,51.9%,33.3%,23.1%
2017 Cherboug en Cotentin $25K R16,W vs Honcova,0.98,2.13,38.2,2.4,0.0%,71.4%,5.0%,75.0%,60.0%,56.5%
2017 Cherboug en Cotentin $25K R32,W vs Heise,1.07,1.39,48.4,2.5,0.0%,52.5%,2.6%,68.4%,60.0%,43.3%
2017 Chiswick $25K R32,W vs Miyazaki,1.20,1.51,41.6,2.2,0.0%,51.4%,0.0%,66.7%,50.0%,53.8%
2017 Dublin $15K QF,L vs Gleason,0.81,0.65,44.3,2.4,3.2%,58.1%,0.0%,50.0%,38.7%,34.5%
2019 (5 matches),,0.97,0.81,53.6,2.6,0.0%,48.9%,0.0%,54.8%,40.9%,39.6%
2017 (25 matches),,1.03,1.00,56.0,2.6,1.4%,53.7%,1.8%,59.8%,42.4%,41.7%
2016 (6 matches),,1.01,0.96,70.0,2.6,1.1%,51.3%,1.6%,52.6%,42.1%,49.3%
2015 (3 matches),,1.01,1.08,53.3,2.5,3.1%,60.2%,2.3%,54.0%,47.6%,43.4%
2014 (3 matches),,1.00,0.74,53.3,2.5,2.8%,43.0%,2.1%,44.3%,39.1%,44.7%
Career (47 matches),,1.01,0.94,57.2,2.6,1.3%,52.1%,1.5%,56.3%,42.7%,43.0%
