Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,9,0,9,0.0%,4-17,19.0%,74-120,38.1%,1-2,33.3%,9,64.9%,10.2%,3.1%,3.1%,62.1%,62.9%,44.7%,56.0%,31.5%,44.3%,0.72,R32 (9x)
2022,35,14,21,40.0%,35-44,44.3%,376-399,48.5%,9-6,60.0%,35,73.7%,22.1%,2.9%,2.9%,64.5%,66.6%,51.2%,61.2%,37.0%,49.4%,0.95,SF (Sanremo)
2021,40,18,22,45.0%,41-49,45.6%,402-436,48.0%,3-4,42.9%,40,72.7%,22.9%,2.5%,3.0%,61.6%,65.7%,51.4%,60.2%,38.0%,49.1%,0.95,F (Forli 3)
2020,25,14,11,56.0%,33-29,53.2%,309-292,51.4%,3-6,33.3%,25,81.5%,21.4%,7.7%,2.6%,62.7%,70.3%,54.7%,64.5%,36.9%,50.7%,1.04,SF (Parma)
2019,39,16,23,41.0%,39-47,45.3%,415-437,48.7%,7-7,50.0%,39,74.4%,21.9%,4.6%,2.7%,60.4%,68.7%,50.6%,61.5%,36.9%,49.2%,0.96,QF (2x)
2018,53,26,27,49.1%,59-64,48.0%,592-611,49.2%,12-10,54.5%,53,75.1%,23.0%,3.9%,3.1%,58.3%,66.5%,52.2%,60.5%,37.7%,49.4%,0.96,F (Portoroz)
2017,50,21,29,42.0%,50-64,43.9%,529-588,47.4%,12-9,57.1%,50,74.5%,19.7%,4.4%,3.4%,58.1%,67.5%,50.7%,60.4%,35.8%,48.6%,0.91,SF (4x)
2016,39,12,27,30.8%,34-56,37.8%,429-481,47.1%,8-10,44.4%,39,78.1%,15.5%,4.3%,4.9%,56.4%,69.6%,50.9%,61.5%,33.8%,48.3%,0.88,QF (3x)
2015,49,22,27,44.9%,51-66,43.6%,535-591,47.5%,9-12,42.9%,49,75.4%,19.5%,5.4%,4.2%,55.5%,69.6%,51.5%,61.5%,35.9%,49.0%,0.93,SF (Cortina)
2014,47,22,25,46.8%,54-54,50.0%,527-514,50.6%,7-8,46.7%,47,77.6%,23.3%,5.4%,4.0%,58.3%,70.4%,52.5%,63.0%,37.2%,50.2%,1.01,SF (2x)
2013,36,15,21,41.7%,37-48,43.5%,416-436,48.8%,5-10,33.3%,36,75.8%,21.9%,4.7%,4.0%,58.9%,68.1%,53.6%,62.2%,37.7%,50.0%,1.00,SF (Milan)
2012,16,5,11,31.3%,11-23,32.4%,139-179,43.7%,2-0,100.0%,16,68.1%,19.6%,4.7%,2.4%,63.5%,65.0%,46.9%,58.4%,35.6%,47.2%,0.86,QF (Yokohama)
2011,38,15,23,39.5%,40-50,44.4%,425-464,47.8%,8-9,47.1%,38,76.6%,19.5%,3.7%,3.0%,66.0%,66.7%,52.3%,61.8%,35.0%,48.7%,0.92,SF (2x)
2010,34,11,23,32.4%,28-50,35.9%,331-396,45.5%,3-5,37.5%,32,68.1%,23.4%,2.6%,3.3%,65.1%,64.6%,47.3%,58.5%,37.6%,48.2%,0.91,QF (2x)
2009,32,14,18,43.8%,33-40,45.2%,321-353,47.6%,4-2,66.7%,0,,,,,,,,,,,,SF (2x)
2008,18,4,14,22.2%,11-31,26.2%,162-229,41.4%,1-5,16.7%,0,,,,,,,,,,,,QF (2x)
2007,15,8,7,53.3%,16-19,45.7%,149-164,47.6%,2-1,66.7%,0,,,,,,,,,,,,SF (Genova)
2006,6,2,4,33.3%,6-8,42.9%,63-71,47.0%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
2005,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Monza)
Career,582,239,343,41.1%,582-761,43.3%,6199-6773,47.8%,97-109,47.1%,508,74.9%,20.9%,4.3%,3.4%,60.1%,67.7%,51.4%,61.2%,36.5%,49.1%,0.94,
