Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,729,58,,
2023,731,35,,,,,,,,,,,,
2022,342,144,301,1441,293,1382,271,1424,184,1447,,,,
2021,251,247,264,1470,234,1442,252,1429,,,,,,
2020,268,203,207,1508,191,1470,197,1456,,,480,89,,
2019,310,128,312,1430,315,1373,268,1412,171,1466,461,89,,
2018,176,297,241,1487,246,1425,212,1475,,,518,30,,
2017,234,222,279,1433,304,1353,232,1442,198,1425,941,33,,
2016,265,194,249,1474,245,1414,203,1472,188,1445,192,378,,
2015,158,360,210,1520,204,1467,175,1505,165,1493,166,452,,
2014,181,281,245,1479,231,1445,220,1444,172,1440,297,221,,
2013,212,228,281,1431,281,1375,255,1407,,,230,288,,
2012,363,119,339,1339,320,1322,318,1319,,,260,256,,
2011,278,169,324,1366,328,1301,294,1354,,,410,135,,
2010,294,154,338,1354,344,1273,309,1343,,,338,178,,
2009,243,186,333,1382,360,1287,296,1378,,,911,27,,
2008,359,95,391,1279,,,363,1265,,,618,68,,
2007,400,81,307,1418,,,255,1410,,,1004,18,,
2006,613,36,,,,,,,,,1476,4,,
2005,1072,6,,,,,,,,,989,17,,
2004,1100,5,,,,,,,,,1241,9,,
2003,,,,,,,,,,,1223,10,,
