Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Wimbledon R128,L vs Karlovic,33.7%,48.3%,60.0%,41.7%,31.3%,58.3%,69.7%,46.0%,22.2%,63.3%,100.0%,40.5%,40.5%,45.5%,69
2015 Brest CH R16,W vs Ungur,22.4%,39.7%,65.1%,32.4%,33.3%,57.6%,68.2%,50.9%,25.0%,38.1%,0.0%,8.7%,17.4%,61.9%,-30
2015 Rome R64,L vs Goffin,20.0%,30.9%,39.1%,25.7%,24.2%,38.7%,42.6%,34.4%,28.6%,41.2%,27.3%,14.9%,21.3%,35.0%,-48
Career (3 matches),,25.3%,38.9%,51.4%,32.8%,28.7%,49.7%,56.9%,42.1%,25.9%,48.2%,28.6%,22.4%,27.1%,44.6%,14
