Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Manerbio CH R16,W vs Cerundolo,1.10,1.53,50.9,2.0,-,54.5%,-,80.6%,42.9%,48.1%
2019 Segovia CH R32,L vs Gomez Herrera,0.75,0.77,56.0,2.3,-,65.8%,-,57.1%,44.2%,33.3%
2019 Wimbledon R128,L vs Karlovic,0.76,0.44,31.0,2.3,6.5%,65.2%,11.6%,76.7%,20.0%,13.2%
2019 Barletta CH R32,W vs Sinner,1.20,1.50,46.8,3.6,0.0%,66.7%,3.4%,62.1%,42.9%,46.2%
2019 Villena CH R32,L vs Taberner,0.98,0.86,72.7,13.5,2.1%,61.7%,4.7%,53.5%,38.8%,35.7%
2019 Marbella CH R16,L vs Vesely,0.95,0.65,47.2,2.5,3.2%,35.5%,7.4%,66.7%,37.9%,29.6%
2019 Marbella CH R32,W vs Gimeno Traver,1.15,1.44,58.3,2.7,0.0%,60.0%,0.0%,69.0%,44.8%,44.4%
2019 Phoenix CH R32,L vs Andreozzi,1.08,0.80,57.3,8.3,5.4%,42.9%,6.0%,58.0%,35.6%,38.6%
2019 Phoenix CH R64,W vs Laaksonen,0.98,1.55,47.0,2.6,16.7%,66.7%,9.1%,63.6%,51.6%,58.6%
2019 Indian Wells CH R64,L vs Zopp,0.76,0.56,39.6,2.1,0.0%,51.9%,0.0%,56.0%,48.4%,17.9%
2019 New York Q1,W vs Watanuki,1.28,1.21,68.4,4.2,11.1%,57.4%,4.2%,66.7%,30.4%,42.9%
2019 Sofia Q1,L vs Gerasimov,0.76,0.73,53.5,2.3,6.7%,60.0%,15.4%,76.9%,29.7%,31.4%
2019 Rennes CH R16,L vs Maden,0.86,0.72,51.1,2.4,20.0%,62.5%,5.7%,62.9%,27.5%,35.1%
2019 Rennes CH R32,W vs Lestienne,1.17,1.20,66.7,83.1,3.7%,66.7%,1.9%,64.2%,36.0%,34.8%
2019 Rennes CH R64,W vs Gerasimov,1.09,1.28,60.4,2.5,7.1%,57.1%,10.3%,71.8%,34.1%,50.0%
2019 Koblenz CH R32,L vs Kotov,0.91,0.71,54.6,2.6,0.0%,56.3%,3.6%,50.0%,36.4%,36.7%
2018 Biella CH R16,L vs Monteiro,1.26,0.70,39.5,2.9,0.0%,44.1%,3.0%,42.4%,38.1%,23.5%
2018 Genova CH R32,L vs Hurkacz,0.79,0.72,46.0,2.2,2.5%,47.5%,0.0%,56.8%,46.5%,41.5%
2018 Portoroz CH R16,W vs Kamke,1.21,1.24,77.1,3.2,2.3%,59.1%,2.4%,63.4%,40.9%,39.0%
2018 Segovia CH QF,W vs Brands,1.30,1.21,69.3,5.0,10.7%,64.3%,9.6%,69.2%,34.0%,27.3%
2019 (16 matches),,0.99,0.95,55.1,3.0,5.3%,58.2%,5.2%,64.7%,36.7%,37.0%
2018 (14 matches),,1.01,0.83,52.9,2.8,3.1%,56.1%,2.9%,59.3%,36.2%,33.5%
2017 (17 matches),,0.99,0.81,53.9,2.7,2.7%,57.7%,5.1%,62.4%,32.0%,33.2%
2016 (27 matches),,0.96,0.83,57.0,2.5,3.3%,59.6%,4.7%,61.8%,32.2%,36.1%
2015 (17 matches),,1.03,0.83,50.4,2.6,2.4%,57.5%,2.7%,61.8%,35.9%,29.4%
Career (134 matches),,0.99,0.85,53.6,2.6,3.6%,58.6%,3.9%,61.7%,34.3%,34.2%
