Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Miami R64,L vs Cerundolo,0.79,0.90,64.5,3.2,6.7%,57.8%,14.6%,82.9%,39.6%,28.3%
2021 US Open R64,L vs Schwartzman,0.93,0.68,39.8,2.6,25.0%,63.3%,16.1%,58.9%,29.4%,27.7%
2021 US Open R128,W vs Vesely,1.00,1.18,61.8,5.2,32.1%,75.3%,31.1%,78.4%,25.8%,29.3%
2021 Newport F,W vs Brooksby,1.18,1.17,66.6,3.2,27.7%,66.0%,9.8%,70.7%,30.8%,32.4%
2021 Wimbledon R64,L vs Djokovic,0.90,0.43,27.4,2.1,9.8%,53.7%,19.4%,58.3%,18.4%,23.5%
2021 Wimbledon R128,W vs Barrios Vera,1.07,1.21,42.9,3.2,33.8%,77.0%,24.2%,74.2%,25.4%,29.7%
2021 Roland Garros R128,L vs Kwon,0.77,0.85,39.7,2.4,30.3%,66.7%,16.4%,72.1%,29.3%,39.7%
2021 Australian Open R128,L vs Berrettini,0.93,0.50,43.1,2.9,25.9%,72.4%,5.6%,64.8%,20.0%,13.3%
2020 Roland Garros R32,L vs Rublev,0.74,0.33,19.6,2.0,22.5%,60.0%,11.4%,57.1%,17.6%,20.0%
2020 Roland Garros R64,W vs Lajovic,1.05,1.20,50.4,2.3,19.4%,66.7%,6.2%,66.2%,40.5%,36.2%
2020 Roland Garros R128,W vs Djere,1.11,1.77,26.6,2.5,4.8%,61.9%,23.1%,76.9%,54.3%,43.2%
2020 US Open R128,L vs Zverev,0.91,0.78,39.1,2.3,17.4%,63.8%,12.9%,72.6%,24.3%,30.8%
2020 Australian Open R64,L vs Fritz,1.10,0.72,41.3,40.8,16.3%,66.3%,9.1%,61.0%,17.8%,30.2%
2019 Wimbledon R32,L vs Pella,0.78,0.78,37.9,2.3,18.4%,61.2%,11.1%,73.3%,33.9%,32.2%
2019 Wimbledon R64,W vs Tipsarevic,0.97,1.72,36.1,2.0,22.0%,76.3%,21.2%,80.8%,39.4%,37.3%
2019 Wimbledon R128,W vs Herbert,1.06,1.99,26.5,2.3,22.0%,68.3%,18.4%,86.8%,42.9%,42.5%
2019 Miami QF,L vs Federer,1.17,0.69,52.3,2.1,5.3%,52.6%,5.4%,43.2%,21.7%,42.1%
2019 Miami R16,W vs Thompson,1.16,1.53,50.5,3.4,13.5%,70.3%,9.4%,68.8%,43.6%,36.1%
2019 Miami R32,W vs Sousa,1.09,1.42,59.2,2.1,20.0%,68.6%,17.1%,77.1%,35.0%,36.1%
2019 Miami R64,W vs Munar,1.28,1.31,49.5,3.0,15.6%,68.9%,20.9%,67.4%,22.2%,43.9%
2022 (1 matches),,0.79,0.90,64.5,3.2,6.7%,57.8%,14.6%,82.9%,39.6%,28.3%
2021 (7 matches),,0.96,0.86,46.8,2.9,27.6%,69.1%,18.6%,69.3%,25.9%,28.9%
2020 (5 matches),,1.00,0.92,38.2,2.8,16.5%,64.4%,11.5%,66.5%,30.6%,32.8%
2019 (13 matches),,1.09,1.27,48.0,2.6,17.5%,67.2%,15.9%,72.3%,34.6%,36.3%
2018 (63 matches),,1.04,1.19,54.7,2.9,18.2%,71.9%,16.4%,68.8%,33.4%,34.1%
Career (398 matches),,1.02,1.12,51.0,2.7,14.8%,70.3%,11.5%,67.6%,33.6%,34.9%
