Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,30,16,14,53.3%,24,14,10,58.3%,2008,2022,R16,30,0.98,13.1%,3.4%,67.9%,74.3%,49.3%,66.3%,33.2%,63.2%,34.6%
Roland Garros,12,Clay,33,21,12,63.6%,20,11,9,55.0%,2009,2021,R16,30,1.16,14.1%,3.4%,65.7%,75.9%,51.5%,67.6%,37.5%,66.1%,33.2%
Wimbledon,13,Grass,34,21,13,61.8%,37,21,16,56.8%,2008,2021,F,33,1.16,19.1%,3.2%,66.6%,80.9%,53.7%,71.8%,32.5%,63.5%,32.7%
US Open,13,Hard,37,24,13,64.9%,30,14,16,46.7%,2009,2023,F,36,1.10,15.5%,3.7%,64.4%,77.3%,53.6%,68.9%,34.2%,69.4%,37.7%
Olympics,1,,2,1,1,50.0%,1,1,0,100.0%,2008,2008,R32,2,1.00,10.2%,4.8%,57.8%,78.1%,50.0%,66.3%,33.8%,76.9%,50.0%
Davis Cup,2,,9,8,1,88.9%,7,4,3,57.1%,2008,2011,,0,,,,,,,,,,
Miami Masters,13,Hard,36,22,14,61.1%,17,10,7,58.8%,2008,2022,QF,35,1.09,13.2%,3.6%,63.4%,75.8%,53.0%,67.5%,35.5%,61.1%,40.6%
Indian Wells Masters,11,Hard,29,18,11,62.1%,14,11,3,78.6%,2009,2022,QF,28,1.08,13.1%,4.0%,63.2%,75.3%,54.5%,67.7%,34.9%,67.1%,30.2%
Cincinnati Masters,11,Hard,20,9,11,45.0%,9,6,3,66.7%,2008,2021,R16,20,0.94,18.2%,3.9%,62.3%,76.0%,48.3%,65.6%,32.2%,63.1%,35.8%
Queen's Club,10,Grass,29,19,10,65.5%,20,13,7,65.0%,2008,2019,F,26,1.12,20.2%,2.9%,67.5%,80.0%,54.2%,71.6%,31.8%,64.0%,33.3%
Washington,10,Hard,22,12,10,54.5%,11,5,6,45.5%,2010,2023,F,22,1.11,16.6%,5.0%,62.3%,78.2%,54.6%,69.3%,34.1%,70.0%,36.8%
Canada Masters,9,Hard,27,18,9,66.7%,15,8,7,53.3%,2010,2018,SF,27,1.16,16.6%,4.1%,62.5%,77.9%,53.0%,68.5%,36.4%,67.0%,44.4%
