Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Miami Masters R64,L vs Cerundolo,42,46,0.9,22.7%,24.9%,33,45,0.7,19.0%,25.9%,13.2%,5.2%,0.7,7.6%,11.4%
2021 US Open R64,L vs Schwartzman,48,59,0.8,22.4%,27.6%,24,58,0.4,13.0%,31.5%,5.4%,4.3%,0.7,7.0%,9.8%
2021 US Open R128,W vs Vesely,85,35,2.4,25.8%,10.6%,36,29,1.2,15.6%,12.6%,9.5%,3.5%,1.5,20.9%,13.9%
2021 Newport F,W vs Brooksby,38,21,1.8,23.6%,13.0%,21,18,1.2,15.6%,13.3%,9.6%,4.4%,1.3,12.4%,9.3%
2021 Wimbledon R64,L vs Djokovic,24,26,0.9,16.1%,17.4%,13,22,0.6,10.5%,17.7%,4.8%,4.8%,4.2,16.8%,4.0%
2021 Wimbledon R128,W vs Barrios Vera,67,48,1.4,24.4%,17.5%,26,47,0.6,11.5%,20.7%,7.9%,3.5%,1.6,11.3%,7.3%
2021 Roland Garros R128,L vs Kwon,24,43,0.6,8.9%,15.9%,24,43,0.6,10.9%,19.5%,,,1.1,11.5%,10.0%
2021 Australian Open R128,L vs Berrettini,18,27,0.7,8.7%,13.0%,18,27,0.7,10.5%,15.7%,,,2.2,15.0%,6.8%
2020 Roland Garros R32,L vs Rublev,9,26,0.3,6.5%,18.7%,9,26,0.3,8.0%,23.2%,,,1.4,15.1%,10.8%
2020 Roland Garros R64,W vs Lajovic,40,34,1.2,14.3%,12.1%,40,34,1.2,15.9%,13.5%,,,1.1,12.5%,11.4%
2020 Roland Garros R128,W vs Djere,19,18,1.1,11.1%,10.5%,19,18,1.1,12.3%,11.6%,,,0.7,11.7%,15.8%
2020 US Open R128,L vs Zverev,47,42,1.1,17.7%,15.8%,27,35,0.8,12.6%,16.3%,8.4%,2.3%,1.6,19.5%,12.4%
2020 Australian Open R64,L vs Fritz,44,48,0.9,14.7%,16.1%,44,48,0.9,17.8%,19.4%,,,1.6,11.7%,7.4%
2020 Australian Open R128,W vs Ivashka,32,64,0.5,10.1%,20.3%,32,64,0.5,11.4%,22.9%,,,0.8,10.1%,12.3%
2019 Wimbledon R32,L vs Pella,40,29,1.4,18.6%,13.5%,26,25,1.0,13.7%,13.2%,10.5%,2.6%,2.3,14.0%,6.0%
2019 Wimbledon R64,W vs Tipsarevic,57,34,1.7,22.9%,13.7%,33,31,1.1,15.2%,14.3%,10.1%,3.2%,1.0,12.4%,12.9%
2019 Wimbledon R128,W vs Herbert,40,18,2.2,24.8%,11.2%,24,17,1.4,17.5%,12.4%,9.5%,5.1%,1.1,12.4%,11.8%
2019 Miami Masters QF,L vs Federer,16,33,0.5,13.7%,28.2%,12,29,0.4,11.5%,27.9%,9.6%,1.9%,0.9,10.3%,11.1%
2019 Australian Open R64,L vs Tiafoe,47,43,1.1,19.0%,17.3%,34,39,0.9,15.5%,17.8%,6.4%,6.8%,1.3,17.3%,12.9%
2019 Pune F,W vs Karlovic,50,13,3.8,22.5%,5.9%,28,7,4.0,18.2%,4.5%,11.7%,4.5%,4.2,28.4%,6.8%
Career (136 matches),,5597,4210,1.3,19.7%,14.8%,3540,3788,0.9,14.7%,15.7%,7.1%,2.8%,1.4,15.5%,11.4%
