Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Miami R64,L vs Cerundolo,23.4%,66.7%,20.5%,68.4%,11.9%,13.5%,0.0%,8.8%,30.8%,1.5%,60.0%,66,61
2021 Newport F,W vs Brooksby,11.3%,62.5%,14.9%,58.3%,20.3%,23.8%,25.0%,7.4%,16.7%,0.6%,0.0%,51,77
2019 Wimbledon R32,L vs Pella,5.0%,100.0%,20.0%,72.1%,22.8%,26.5%,29.4%,9.5%,11.1%,0.3%,0.0%,34,63
2019 Miami QF,L vs Federer,2.8%,100.0%,16.2%,63.2%,9.0%,0.0%,0.0%,7.9%,11.1%,0.0%,-,47,48
2019 Australian Open R64,L vs Tiafoe,3.3%,50.0%,15.3%,55.3%,16.8%,18.4%,10.0%,8.5%,20.0%,0.0%,-,7,25
2019 Pune F,W vs Karlovic,6.1%,80.0%,6.3%,78.6%,36.4%,73.7%,50.0%,43.8%,60.0%,0.0%,-,127,137
2019 Pune SF,W vs Simon,1.5%,0.0%,12.7%,83.3%,11.6%,19.0%,0.0%,7.0%,14.3%,0.4%,0.0%,47,84
2018 Tour Finals SF,L vs Djokovic,0.0%,-,7.1%,85.7%,7.5%,5.0%,50.0%,4.8%,16.7%,0.0%,-,34,26
2018 Tour Finals RR,L vs Federer,0.0%,-,9.5%,30.0%,6.1%,13.6%,0.0%,7.7%,28.6%,0.0%,-,13,42
2018 Tour Finals RR,W vs Nishikori,0.0%,-,5.9%,80.0%,12.5%,22.2%,33.3%,5.7%,50.0%,0.0%,-,-63,18
2018 Tour Finals RR,W vs Thiem,13.3%,87.5%,16.1%,87.0%,16.9%,29.4%,33.3%,6.1%,33.3%,0.0%,-,-4,50
2018 Vienna F,W vs Nishikori,1.6%,0.0%,6.6%,60.0%,13.6%,15.0%,0.0%,7.7%,33.3%,0.5%,0.0%,-1,55
2018 US Open R16,L vs Thiem,14.7%,66.7%,21.6%,67.4%,15.2%,15.2%,18.2%,8.5%,16.7%,1.9%,20.0%,19,7
2018 US Open R32,W vs Shapovalov,1.5%,0.0%,8.0%,56.5%,14.3%,21.9%,0.0%,5.1%,15.4%,0.3%,100.0%,-47,-9
2018 Canada SF,L vs Tsitsipas,7.8%,71.4%,12.9%,75.9%,24.6%,30.6%,42.9%,4.5%,20.0%,1.0%,66.7%,30,44
2018 Canada R16,W vs Ivashka,4.0%,50.0%,7.8%,70.0%,15.6%,14.3%,50.0%,15.0%,50.0%,0.0%,-,32,121
2018 Wimbledon F,L vs Djokovic,5.7%,75.0%,11.5%,65.0%,12.7%,24.2%,33.3%,7.4%,33.3%,0.0%,-,46,50
2018 Wimbledon SF,W vs Isner,1.7%,75.0%,7.0%,65.0%,27.8%,35.7%,16.7%,15.2%,31.6%,0.4%,50.0%,13,31
2018 Wimbledon QF,W vs Federer,0.6%,100.0%,5.5%,57.1%,20.2%,29.8%,13.3%,8.1%,0.0%,0.2%,0.0%,8,35
2018 Madrid SF,L vs Thiem,4.5%,100.0%,9.5%,72.7%,11.8%,13.3%,16.7%,3.6%,0.0%,1.2%,50.0%,77,70
Career (49 matches),,5.4%,69.2%,11.9%,66.6%,15.9%,22.7%,13.8%,8.0%,22.8%,0.6%,36.8%,18,42
