Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Miami R64,L vs Cerundolo,30.2%,57.0%,57.6%,39.8%,41.2%,68.6%,70.0%,57.3%,52.9%,26.5%,0.0%,14.7%,41.2%,44.8%,-36
2021 Newport F,W vs Brooksby,40.9%,54.5%,49.0%,47.6%,55.6%,68.5%,58.3%,66.5%,78.3%,35.5%,100.0%,19.4%,35.5%,40.0%,55
2019 Wimbledon R32,L vs Pella,37.2%,56.4%,50.9%,47.2%,50.8%,74.6%,62.1%,66.8%,48.0%,35.3%,33.3%,16.1%,29.0%,38.5%,39
2019 Miami QF,L vs Federer,21.3%,26.7%,36.4%,26.4%,35.7%,45.2%,37.0%,44.8%,50.0%,38.9%,20.0%,3.4%,3.4%,35.7%,-85
2019 Australian Open R64,L vs Tiafoe,32.1%,45.5%,50.6%,39.7%,41.4%,55.2%,54.9%,53.1%,51.2%,31.8%,25.0%,16.3%,30.2%,44.4%,46
2019 Pune F,W vs Karlovic,51.0%,64.4%,66.7%,57.9%,55.4%,73.8%,72.4%,66.5%,48.0%,40.0%,-,51.5%,57.6%,56.3%,154
2019 Pune SF,W vs Simon,38.4%,48.8%,47.1%,42.7%,57.4%,66.7%,52.2%,64.3%,46.4%,42.3%,50.0%,6.7%,20.0%,42.9%,-49
2018 Tour Finals SF,L vs Djokovic,25.0%,33.3%,35.7%,32.3%,36.4%,48.5%,57.1%,49.7%,46.2%,45.0%,50.0%,12.5%,16.7%,14.3%,4
2018 Tour Finals RR,L vs Federer,34.5%,36.4%,32.4%,37.6%,50.0%,53.3%,46.7%,55.7%,40.0%,33.3%,0.0%,17.4%,17.4%,21.1%,42
2018 Tour Finals RR,W vs Nishikori,58.3%,66.7%,46.7%,62.5%,67.9%,78.6%,44.4%,73.2%,50.0%,50.0%,-,25.0%,25.0%,50.0%,-79
2018 Tour Finals RR,W vs Thiem,44.4%,61.1%,66.7%,50.8%,59.1%,77.3%,77.8%,69.5%,46.7%,34.5%,-,25.0%,41.7%,55.6%,118
2018 Vienna F,W vs Nishikori,50.0%,58.1%,47.2%,53.5%,72.1%,81.4%,66.7%,78.1%,45.0%,47.8%,0.0%,20.0%,26.7%,37.5%,-30
2018 US Open R16,L vs Thiem,25.9%,43.5%,51.3%,35.7%,32.4%,51.4%,58.0%,46.8%,40.0%,43.6%,60.0%,12.5%,28.1%,39.3%,10
2018 US Open R32,W vs Shapovalov,46.2%,54.5%,46.8%,51.2%,49.0%,59.8%,51.9%,56.2%,37.5%,27.8%,57.1%,40.5%,42.9%,36.0%,-44
2018 Canada SF,L vs Tsitsipas,38.2%,57.8%,63.3%,46.5%,52.5%,72.9%,64.3%,66.8%,41.7%,28.6%,0.0%,20.0%,40.0%,62.5%,27
2018 Canada R16,W vs Ivashka,52.3%,60.0%,50.0%,55.4%,73.8%,83.3%,45.5%,78.6%,47.4%,26.1%,33.3%,16.7%,22.2%,53.3%,25
2018 Wimbledon F,L vs Djokovic,31.3%,41.3%,48.0%,37.3%,41.7%,54.2%,50.0%,51.7%,33.3%,33.3%,-,18.5%,25.9%,45.5%,54
2018 Wimbledon SF,W vs Isner,46.4%,60.1%,57.9%,53.5%,52.5%,68.2%,66.0%,62.5%,40.5%,37.7%,25.0%,32.9%,42.1%,43.1%,-3
2018 Wimbledon QF,W vs Federer,38.9%,48.6%,49.2%,44.7%,48.9%,58.3%,53.5%,57.5%,39.7%,32.9%,20.0%,19.7%,30.3%,43.4%,-13
2018 Madrid SF,L vs Thiem,34.3%,44.3%,35.6%,38.1%,46.2%,53.8%,33.3%,53.1%,44.4%,47.6%,50.0%,20.0%,33.3%,37.5%,-30
Career (49 matches),,38.3%,50.7%,50.6%,44.8%,48.8%,62.2%,55.6%,58.8%,45.6%,38.6%,45.7%,20.5%,32.0%,44.2%,47
