Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),1425,4,,,,,,,,,1145,28,,
2025,1152,12,,,,,,,,,633,101
2024,659,56,,,,,,,,,489,130
2023,873,27,,,,,,,,,,
2022,782,29,,,,,,,,,,
2021,281,244,,,,,,,,,,
2020,188,358,,,,,,,,,249,328
2019,232,260,268,1406,256,1388,274,1315,227,1330,268,277
2018,224,262,222,1434,210,1416,216,1318,,,229,304
2017,298,161,,,,,,,,,189,397
2016,335,119,,,,,,,,,260,232
2015,467,63,,,,,,,,,502,80
2014,457,61,,,,,,,,,528,65
2013,1099,8,,,,,,,,,927,21
