Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Guangzhou R32,L vs Bouzkova,22.9%,32.1%,48.1%,29.0%,42.0%,63.3%,47.1%,48.6%,100.0%,14.3%,17.1%,23.3%,23.1%,45.5%,50.0%,25
Career (1 matches),,22.9%,32.1%,48.1%,29.0%,42.0%,63.3%,47.1%,48.6%,100.0%,14.3%,17.1%,23.3%,23.1%,45.5%,50.0%,25
