Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Doha R32,L vs Swiatek,3.6,3.7,3.5,35.2%,19.0%,57.1%,60.0%,59.0%,52.1%,-3.5,-5.7,-4.0,-19.0
2026 Australian Open R128,W vs Fernandez,3.5,3.2,3.8,59.8%,48.3%,35.7%,55.6%,64.0%,88.7%,6.5,5.3,-1.0,-20.0
2026 Hobart R32,L vs Jovic,4.2,3.7,4.6,42.9%,23.1%,18.2%,66.7%,57.0%,72.7%,1.5,2.1,-1.0,-7.1
2025 Chennai F,W vs Birrell,4.0,4.1,3.9,63.1%,50.0%,50.0%,20.0%,52.0%,96.6%,19.0,15.3,2.0,66.7
2025 Chennai QF,W vs Pohankova,3.8,5.0,3.0,51.7%,72.7%,66.7%,83.3%,67.4%,94.6%,21.0,19.3,0.0,0.0
2025 Sao Paulo QF,W vs Eala,3.4,3.2,3.6,55.9%,58.8%,69.2%,60.0%,65.7%,71.4%,15.0,16.5,-0.5,-3.6
2025 US Open R64,L vs Raducanu,3.9,4.2,3.7,30.8%,48.0%,50.0%,42.9%,75.2%,64.7%,6.5,6.4,2.0,16.7
2025 US Open R128,W vs Kudermetova,3.5,3.7,3.3,51.8%,57.5%,30.8%,62.5%,74.0%,85.7%,7.5,4.3,0.0,0.0
2025 US Open Q3,W vs Ito,3.9,3.5,4.4,73.9%,59.3%,50.0%,60.0%,64.4%,83.0%,10.0,10.9,-0.5,-5.6
2025 ITF Taizhou F,W vs Yang,4.8,5.0,4.6,47.2%,66.7%,58.3%,40.0%,67.9%,87.1%,30.5,15.9,1.5,12.5
2025 ITF Taizhou QF,W vs Imamura,3.7,3.3,4.0,59.6%,75.0%,46.7%,66.7%,66.1%,76.8%,28.0,26.2,-1.5,-12.5
Last 52 Weeks (11 matches),,3.8,3.9,3.8,53.0%,54.9%,48.9%,52.1%,64.9%,82.5%,12.9,11.4,-0.3,-2.6
Career (11 matches),,3.8,3.9,3.8,53.0%,54.9%,48.9%,52.1%,64.9%,82.5%,12.9,11.4,-0.3,-2.6
