Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,28,15,13,53.6%,34-30,53.1%,293-297,49.7%,8-2,80.0%,28,71.9%,27.1%,5.6%,6.0%,59.4%,68.1%,48.2%,60.0%,40.2%,50.0%,1.01
Clay,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,28.6%,12.5%,0.0%,2.3%,56.8%,48.0%,31.6%,40.9%,40.0%,40.4%,0.68
Grand Slams,4,2,2,50.0%,4-5,44.4%,40-46,46.5%,1-0,100.0%,4,73.8%,18.6%,5.7%,5.7%,59.7%,68.2%,50.9%,61.2%,37.6%,49.1%,0.97
Premiers,3,1,2,33.3%,2-5,28.6%,27-39,40.9%,1-0,100.0%,3,59.4%,21.2%,6.2%,8.1%,61.1%,60.5%,43.9%,54.0%,35.6%,45.0%,0.77
Internationals,12,9,3,75.0%,19-8,70.4%,138-109,55.9%,4-1,80.0%,12,78.0%,33.9%,5.1%,5.0%,61.1%,70.5%,50.3%,62.6%,43.5%,53.0%,1.16
Finals,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-0,-,2,66.7%,35.0%,5.8%,3.9%,62.6%,64.9%,37.9%,54.8%,46.3%,51.1%,1.03
Semi-finals,2,2,0,100.0%,4-0,100.0%,27-21,56.3%,3-0,100.0%,2,87.0%,18.2%,6.8%,4.8%,61.9%,78.0%,62.5%,72.1%,38.6%,54.3%,1.38
Quarter-finals,2,2,0,100.0%,4-0,100.0%,24-9,72.7%,0-0,-,2,87.5%,58.8%,2.1%,7.2%,59.8%,74.1%,53.8%,66.0%,54.7%,59.8%,1.61
vs Righties,22,9,13,40.9%,22-29,43.1%,209-259,44.7%,6-1,85.7%,22,67.3%,21.7%,5.3%,6.0%,60.2%,65.7%,46.3%,58.0%,38.5%,48.2%,0.92
vs Lefties,5,4,1,80.0%,8-2,80.0%,57-36,61.3%,2-0,100.0%,5,77.8%,43.5%,6.0%,6.7%,56.0%,73.8%,46.2%,61.7%,47.1%,54.4%,1.23
vs Top 10,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,2,26.7%,18.8%,1.1%,7.5%,49.5%,52.2%,34.0%,43.0%,32.6%,37.8%,0.57
