Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,29,14,15,48.3%,29-33,46.8%,287-291,49.7%,2-2,50.0%,27,61.0%,37.4%,3.4%,7.5%,57.7%,64.4%,43.1%,55.4%,44.6%,49.9%,1.00
Clay,5,2,3,40.0%,4-8,33.3%,47-54,46.5%,0-1,0.0%,5,59.2%,35.3%,2.7%,9.2%,59.6%,59.7%,44.9%,53.7%,42.6%,48.1%,0.92
Grass,7,4,3,57.1%,11-9,55.0%,89-94,48.6%,2-0,100.0%,7,66.3%,30.4%,4.8%,10.4%,57.9%,68.6%,40.1%,56.6%,41.8%,49.3%,0.96
Grand Slams,6,2,4,33.3%,5-10,33.3%,60-76,44.1%,1-1,50.0%,6,59.7%,28.4%,2.9%,10.6%,59.5%,63.1%,43.0%,55.0%,39.6%,47.4%,0.88
Premiers,7,3,4,42.9%,7-9,43.8%,65-77,45.8%,1-0,100.0%,7,52.9%,38.4%,3.6%,9.5%,52.0%,63.4%,39.6%,52.0%,45.7%,48.9%,0.95
Internationals,15,10,5,66.7%,22-12,64.7%,177-135,56.7%,1-1,50.0%,15,70.1%,43.4%,4.0%,7.0%,59.0%,69.1%,44.5%,59.0%,46.2%,52.5%,1.13
Finals,1,1,0,100.0%,2-1,66.7%,17-10,63.0%,0-0,-,1,84.6%,42.9%,4.4%,0.0%,66.2%,75.6%,60.9%,70.6%,43.2%,55.7%,1.47
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-4,75.0%,0-0,-,1,87.5%,62.5%,6.0%,6.0%,66.0%,69.7%,52.9%,64.0%,52.8%,58.3%,1.47
Quarter-finals,3,1,2,33.3%,4-4,50.0%,37-32,53.6%,0-0,-,3,64.7%,42.9%,1.4%,8.2%,62.3%,65.9%,43.6%,57.5%,45.7%,51.6%,1.08
vs Righties,37,18,19,48.6%,39-47,45.3%,381-407,48.4%,4-2,66.7%,33,61.3%,34.6%,3.6%,8.4%,59.2%,64.6%,41.8%,55.3%,43.4%,49.2%,0.97
vs Lefties,6,3,3,50.0%,7-6,53.8%,62-54,53.4%,0-1,0.0%,6,65.5%,41.7%,4.1%,8.5%,51.2%,65.9%,46.3%,56.3%,45.8%,51.2%,1.05
vs Top 10,7,1,6,14.3%,4-13,23.5%,55-88,38.5%,0-0,-,6,49.1%,25.4%,4.0%,10.3%,63.9%,58.7%,37.2%,50.9%,38.5%,44.8%,0.78
