Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Ostrava F,W vs Korpatsch,29.4%,44.1%,58.3%,31.1%,51.1%,64.5%,50.0%,72.0%,0.0%,26.1%,30.4%,47.1%,81.8%,8.3%,0.0%,-104
2025 Tokyo R32,L vs Lys,12.2%,22.0%,42.1%,26.7%,53.3%,54.5%,42.9%,50.0%,50.0%,11.1%,11.1%,25.0%,50.0%,20.0%,100.0%,-30
2025 Osaka R16,L vs Cirstea,14.6%,22.9%,35.1%,17.2%,27.6%,37.5%,38.5%,18.8%,25.0%,13.3%,20.0%,30.8%,44.4%,0.0%,0.0%,2
2025 Beijing R64,L vs Anisimova,35.2%,44.4%,35.7%,35.3%,47.1%,31.8%,45.0%,57.1%,50.0%,53.8%,61.5%,50.0%,50.0%,0.0%,0.0%,284
2025 BJK Cup Finals RR,W vs Uchijima,34.8%,43.5%,57.7%,37.0%,51.9%,52.9%,25.0%,53.3%,100.0%,40.0%,40.0%,66.7%,62.5%,0.0%,0.0%,150
2025 Wimbledon R64,L vs Sierra,31.1%,35.6%,29.2%,40.4%,48.1%,32.3%,39.1%,41.4%,0.0%,29.2%,29.2%,23.5%,44.4%,20.0%,0.0%,93
2025 Nottingham R16,W vs Kartal,28.0%,36.6%,48.3%,37.5%,46.4%,45.7%,43.3%,80.8%,50.0%,16.7%,26.7%,52.0%,50.0%,10.0%,0.0%,37
2025 Madrid R64,L vs Paolini,13.9%,19.4%,23.1%,17.4%,26.1%,26.3%,33.3%,50.0%,33.3%,12.5%,12.5%,14.3%,50.0%,33.3%,-,-30
2025 BJK Cup Qualifiers RR,L vs Lamens,20.0%,27.7%,44.0%,26.8%,36.6%,50.0%,38.1%,40.0%,20.0%,9.1%,13.6%,35.0%,10.0%,16.7%,33.3%,-23
2025 BJK Cup Qualifiers RR,W vs Maria,15.4%,32.3%,60.8%,22.2%,37.8%,68.6%,38.1%,33.3%,0.0%,0.0%,25.0%,43.8%,0.0%,11.1%,0.0%,-119
2025 Miami R128,L vs Stearns,29.1%,30.9%,20.0%,35.3%,38.2%,27.3%,21.1%,26.7%,0.0%,23.5%,23.5%,7.7%,16.7%,0.0%,0.0%,100
2025 United Cup QF,L vs Swiatek,18.4%,29.1%,44.9%,20.0%,36.4%,54.5%,41.4%,65.4%,100.0%,19.0%,23.8%,32.4%,71.4%,21.4%,0.0%,47
2025 United Cup RR,W vs Gadecki,38.1%,57.1%,58.3%,46.7%,70.0%,68.8%,41.7%,50.0%,100.0%,20.0%,30.0%,37.5%,0.0%,0.0%,-,6
2024 Hong Kong F,L vs Shnaider,14.5%,23.6%,39.5%,14.3%,25.0%,41.7%,66.7%,84.6%,100.0%,17.4%,26.1%,36.8%,63.6%,8.3%,20.0%,52
2024 Tokyo SF,L vs Kenin,23.8%,34.9%,53.7%,37.5%,56.3%,60.0%,58.8%,80.0%,100.0%,12.5%,16.7%,47.6%,41.7%,25.0%,0.0%,-7
2024 Tokyo QF,W vs Andreescu,41.0%,43.6%,73.7%,47.8%,52.2%,75.0%,50.0%,61.5%,-,41.7%,41.7%,71.4%,87.5%,0.0%,0.0%,197
2024 Toronto R16,L vs Sabalenka,28.3%,45.3%,45.2%,43.3%,63.3%,58.8%,41.2%,53.8%,-,12.5%,31.3%,28.6%,50.0%,25.0%,0.0%,-19
2024 Nottingham F,W vs Pliskova,35.1%,44.6%,43.5%,47.4%,57.9%,45.0%,31.6%,63.2%,-,23.5%,32.4%,42.3%,40.0%,10.5%,0.0%,-37
2024 Rome R64,L vs Sramkova,20.0%,33.3%,49.1%,27.0%,45.9%,59.3%,10.5%,66.7%,100.0%,16.1%,25.8%,38.5%,20.0%,4.8%,0.0%,33
2024 San Diego F,W vs Kostyuk,15.2%,29.3%,59.2%,22.0%,40.0%,59.0%,50.0%,46.2%,25.0%,11.1%,25.0%,59.4%,73.3%,9.5%,0.0%,-25
Last 52 Weeks (10 matches),,24.6%,34.0%,44.8%,30.5%,43.1%,47.5%,40.1%,50.8%,28.6%,21.1%,27.4%,39.9%,44.6%,11.9%,11.1%,70
Career (38 matches),,24.9%,35.2%,46.5%,31.2%,44.9%,50.4%,42.0%,53.1%,46.0%,19.9%,26.7%,40.9%,48.8%,13.6%,11.8%,71
