Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Bouzas Maneiro,95.6,100.7,4.4,102.2,100.6,108,87,88.8,3.4,91.0,89.0,97,80
2024 US Open R128,W vs Sasnovich,96.5,103.4,3.5,102.6,103.1,111,94,90.0,3.1,88.7,89.8,96,81
2024 Wimbledon R64,L vs Dart,99.3,104.9,3.8,106.6,102.1,113,96,90.7,4.0,91.7,87.8,99,80
2024 Wimbledon R128,W vs Maria,99.6,104.6,3.3,106.7,102.5,111,97,92.9,3.1,93.8,89.3,102,84
2023 US Open R32,L vs Stearns,95.5,98.8,4.6,100.8,97.5,107,88,89.4,3.6,91.8,85.0,96,82
2023 US Open R64,W vs Wang,92.8,98.2,6.9,97.4,99.8,108,76,85.7,4.2,86.4,86.5,93,75
2023 US Open R128,W vs Parry,95.1,102.2,5.8,104.0,97.8,109,87,87.7,4.1,88.2,86.5,94,78
2023 Wimbledon R32,L vs Rybakina,98.1,106.5,3.1,107.5,105.3,111,99,90.2,4.2,91.4,91.5,99,80
2023 Wimbledon R64,W vs Tomova,98.3,102.7,5.9,107.6,100.6,112,87,90.2,3.4,89.5,,98,82
2023 Wimbledon R128,W vs Saville,101.0,106.1,5.7,110.2,104.7,115,92,90.3,2.5,88.7,88.0,94,86
2022 Wimbledon R32,L vs Tan,97.0,101.9,5.4,104.9,97.7,109,90,86.4,2.7,87.5,,90,80
2022 Wimbledon R64,W vs Pliskova,101.0,104.0,4.6,106.8,103.5,112,92,90.6,4.5,92.0,,95,75
2022 Wimbledon R128,W vs Burel,99.9,105.4,4.2,106.2,103.9,112,97,90.7,2.6,89.0,,95,84
2021 US Open R128,L vs Samsonova,99.3,104.6,5.6,108.8,101.3,114,87,87.3,4.9,90.0,81.0,96,79
2021 Wimbledon R64,L vs Sabalenka,100.0,105.8,5.0,108.2,103.9,114,86,89.9,3.2,87.0,,97,83
2018 Wimbledon R64,L vs Osaka,96.6,104.5,4.5,106.0,105.8,109,89,83.6,5.0,87.0,,91,69
2017 Wimbledon R128,L vs Mchale,95.3,102.9,5.6,105.3,99.0,111,88,84.5,4.0,88.0,81.0,90,75
Career (17 matches),,97.7,103.3,4.8,105.6,101.7,115,76,88.9,3.6,89.7,87.6,102,69
