Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,13,4,9,30.8%,5,4,1,80.0%,2018,2026,R64,13,0.88,5.7%,4.4%,58.2%,66.4%,46.3%,58.0%,37.1%,47.2%,40.3%
Roland Garros,4,Clay,6,2,4,33.3%,3,0,3,0.0%,2018,2025,R64,5,1.01,2.4%,8.2%,54.2%,64.9%,46.9%,56.6%,43.6%,58.5%,48.0%
Wimbledon,8,Grass,17,9,8,52.9%,9,6,3,66.7%,2016,2025,R32,15,0.96,3.7%,5.8%,59.6%,69.0%,45.5%,59.5%,39.0%,49.5%,39.0%
US Open,7,Hard,16,9,7,56.3%,1,1,0,100.0%,2017,2025,R32,13,1.02,5.8%,6.6%,51.9%,67.5%,46.2%,57.3%,43.7%,61.1%,42.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.72,1.4%,5.7%,51.4%,61.1%,41.2%,51.4%,34.9%,66.7%,100.0%
Fed Cup,1,,6,5,1,83.3%,4,1,3,25.0%,2019,2019,,6,1.15,4.4%,2.9%,58.1%,70.4%,50.2%,62.0%,43.8%,59.5%,54.7%
Miami,6,Hard,13,7,6,53.8%,5,4,1,80.0%,2018,2026,R16,13,0.98,4.0%,7.0%,56.7%,65.1%,44.5%,56.2%,43.1%,51.0%,43.8%
Indian Wells,7,Hard,13,6,7,46.2%,3,1,2,33.3%,2019,2026,R32,13,1.01,3.7%,7.2%,54.1%,66.9%,44.8%,56.8%,43.6%,46.9%,46.3%
Auckland,2,Hard,4,2,2,50.0%,0,0,0,-,2018,2026,R16,4,0.96,3.4%,5.6%,60.7%,56.2%,42.9%,50.9%,46.9%,62.5%,58.6%
Hong Kong,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2024,2025,F,6,1.08,5.8%,4.8%,60.5%,70.8%,47.2%,61.5%,41.8%,68.4%,42.5%
Tokyo,2,Hard,7,5,2,71.4%,1,1,0,100.0%,2024,2025,SF,7,1.18,6.3%,7.9%,57.2%,67.8%,47.0%,58.9%,48.4%,53.3%,56.6%
Wuhan,2,Hard,2,0,2,0.0%,0,0,0,-,2024,2025,R64,2,0.88,2.0%,6.5%,51.6%,60.8%,33.8%,47.7%,45.8%,43.5%,33.3%
