Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Ostrava F,W vs Korpatsch,1.00,1.46,52.7,4.9,2.8%,69.4%,9.4%,71.9%,40.5%,46.2%
2025 Osaka R16,L vs Cirstea,0.80,0.50,33.2,2.0,0.0%,41.7%,4.2%,41.7%,45.8%,25.0%
2025 Beijing R64,L vs Anisimova,0.79,0.63,41.6,2.2,7.1%,53.6%,0.0%,53.8%,43.3%,30.0%
2025 BJK Cup Finals RR,W vs Uchijima,1.12,1.87,40.2,2.4,4.3%,65.2%,0.0%,69.6%,52.0%,57.1%
2025 Wimbledon R64,L vs Sierra,1.08,0.81,58.7,6.3,2.1%,50.0%,0.0%,42.9%,39.5%,40.5%
2025 Nottingham R16,W vs Kartal,1.20,1.12,95.4,9.9,8.2%,59.2%,2.3%,59.1%,34.6%,41.7%
2025 Madrid R64,L vs Paolini,0.79,0.40,26.5,2.0,10.0%,40.0%,0.0%,18.8%,29.6%,42.9%
2025 BJK Cup Qualifiers RR,L vs Lamens,0.86,0.64,44.7,2.2,9.1%,51.5%,3.1%,56.3%,29.6%,40.0%
2025 BJK Cup Qualifiers RR,W vs Maria,1.08,1.41,48.7,9.4,8.6%,65.7%,3.3%,60.0%,47.4%,48.6%
2025 Miami R128,L vs Stearns,1.01,0.71,52.3,2.9,10.7%,46.4%,7.4%,37.0%,41.4%,40.7%
2025 United Cup QF,L vs Swiatek,1.02,0.84,68.9,4.3,1.9%,56.6%,4.0%,48.0%,38.9%,39.6%
2025 United Cup RR,W vs Gadecki,1.22,2.34,32.0,2.0,9.1%,59.1%,10.0%,85.0%,57.7%,52.0%
2024 Hong Kong F,L vs Shnaider,0.75,0.34,24.9,2.1,3.6%,46.4%,3.7%,44.4%,17.4%,33.3%
2024 Tokyo SF,L vs Kenin,0.86,0.64,48.4,2.2,9.4%,56.3%,3.2%,61.3%,36.4%,23.1%
2024 Tokyo QF,W vs Andreescu,1.21,2.97,28.8,2.0,10.0%,85.0%,15.8%,68.4%,56.5%,57.1%
2024 US Open R64,L vs Bouzas Maneiro,0.82,0.79,57.3,3.0,0.0%,57.9%,2.9%,51.4%,52.5%,34.2%
2024 US Open R128,W vs Sasnovich,0.95,1.24,63.8,4.0,0.0%,54.0%,6.1%,69.4%,58.5%,40.0%
2024 Toronto R16,L vs Sabalenka,0.98,0.70,47.3,2.2,14.8%,63.0%,3.8%,46.2%,34.3%,30.3%
2024 Wimbledon R64,L vs Dart,1.01,0.86,99.8,32.9,1.6%,55.6%,0.0%,58.6%,35.6%,38.2%
2024 Wimbledon R128,W vs Maria,1.20,1.18,72.1,3.2,4.3%,57.4%,2.1%,61.7%,37.2%,42.5%
2026 (1 matches),,1.00,1.46,52.7,4.9,2.8%,69.4%,9.4%,71.9%,40.5%,46.2%
2025 (11 matches),,1.02,0.90,54.6,2.9,6.1%,54.3%,3.0%,52.1%,41.1%,41.5%
2024 (16 matches),,1.02,1.04,61.1,2.9,4.2%,59.1%,4.7%,56.7%,43.8%,41.9%
2023 (9 matches),,1.05,1.13,55.9,2.4,5.5%,57.1%,3.6%,62.5%,43.3%,43.6%
2022 (4 matches),,1.11,0.92,55.1,2.8,0.8%,56.8%,0.8%,56.8%,36.3%,35.6%
Career (150 matches),,1.03,1.05,55.9,2.7,5.1%,58.4%,3.9%,56.8%,43.8%,42.7%
