Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Ostrava F,W vs Korpatsch,3.8,4.0,3.6,48.9%,65.5%,75.0%,64.3%,56.4%,5.1%,16.0,13.1,3.5,3.7
2025 Tokyo R32,L vs Lys,3.2,2.1,3.9,41.9%,55.0%,22.2%,28.6%,62.0%,18.5%,4.5,5.6,0.0,0.0
2025 Osaka R16,L vs Cirstea,3.4,3.7,3.0,37.5%,42.3%,57.1%,0.0%,53.4%,10.9%,8.0,13.1,-5.5,-11.2
2025 Beijing R64,L vs Anisimova,2.5,2.1,2.9,47.7%,43.5%,0.0%,-,50.0%,5.8%,-5.0,-11.4,3.0,6.7
2025 BJK Cup Finals RR,W vs Uchijima,3.5,3.9,3.1,56.7%,66.7%,72.7%,66.7%,72.1%,13.9%,20.5,23.0,1.5,5.0
2025 Wimbledon R64,L vs Sierra,2.5,2.0,3.0,40.8%,50.0%,50.0%,71.4%,55.9%,16.0%,1.5,2.1,-6.0,-9.5
2025 Nottingham R16,W vs Kartal,3.6,3.8,3.5,44.8%,57.1%,52.2%,41.7%,62.5%,12.0%,11.5,7.4,-1.5,-1.6
2025 Madrid R64,L vs Paolini,3.5,3.5,3.5,37.8%,28.1%,16.7%,100.0%,56.3%,9.6%,-1.5,-2.5,-1.0,-2.1
2025 BJK Cup Qualifiers RR,L vs Lamens,4.2,4.7,3.6,46.0%,42.9%,28.6%,66.7%,61.4%,2.5%,4.5,4.0,-3.0,-3.8
2025 BJK Cup Qualifiers RR,W vs Maria,3.7,3.9,3.6,48.8%,58.5%,66.7%,100.0%,68.9%,27.3%,13.0,9.9,4.0,8.5
2025 Miami R128,L vs Stearns,3.0,2.9,3.1,41.3%,43.5%,40.0%,33.3%,50.0%,10.4%,-11.0,-18.6,-6.5,-10.8
2025 United Cup QF,L vs Swiatek,4.1,4.5,3.8,45.6%,46.8%,50.0%,37.5%,46.7%,4.8%,11.0,7.3,0.5,0.3
2025 United Cup RR,W vs Gadecki,2.8,2.6,3.0,63.1%,68.4%,37.5%,100.0%,66.7%,8.8%,16.0,26.7,11.0,35.5
2024 Hong Kong F,L vs Shnaider,3.6,4.1,3.1,37.9%,37.0%,12.5%,50.0%,54.1%,1.6%,3.5,5.6,-7.5,-12.5
2024 Tokyo SF,L vs Kenin,3.8,3.8,3.7,45.5%,48.6%,38.9%,33.3%,57.5%,11.8%,13.0,14.9,4.0,6.0
2024 Tokyo QF,W vs Andreescu,3.5,3.5,3.5,51.1%,90.5%,81.8%,75.0%,57.6%,14.0%,26.5,44.2,8.0,18.6
2024 Toronto R16,L vs Sabalenka,2.6,2.2,3.0,41.9%,36.8%,50.0%,100.0%,62.7%,18.2%,5.5,8.3,-1.5,-4.3
2024 Nottingham F,W vs Pliskova,3.4,3.3,3.4,57.3%,45.2%,53.3%,40.0%,56.5%,18.6%,11.5,10.8,5.0,6.6
2024 Rome R64,L vs Sramkova,4.2,3.4,4.8,42.9%,47.1%,42.9%,76.9%,64.1%,6.9%,18.0,9.2,-5.5,-5.3
2024 San Diego F,W vs Kostyuk,4.2,4.4,4.0,50.0%,76.5%,51.6%,33.3%,64.6%,7.0%,27.0,14.0,2.5,2.4
Last 52 Weeks (10 matches),,3.4,3.4,3.4,45.1%,50.7%,48.6%,58.2%,60.5%,11.7%,7.3,7.8,-0.5,-0.8
Career (38 matches),,3.5,3.5,3.4,47.4%,51.4%,50.8%,53.8%,58.4%,11.1%,10.4,10.4,0.8,1.2
