Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Ostrava F,W vs Korpatsch,85% (11/13),67% (6/9),2/3,1/2,0% (0/2),0/1,0/0,- (0/0),- (0/0)
2025 Osaka R16,L vs Cirstea,50% (2/4),100% (2/2),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2025 Beijing R64,L vs Anisimova,67% (4/6),0% (0/4),0/0,0/0,56% (5/9),2/4,2/3,- (0/0),- (0/0)
2025 BJK Cup Finals RR,W vs Uchijima,88% (7/8),100% (5/5),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2025 Wimbledon R64,L vs Sierra,43% (6/14),43% (3/7),1/4,0/0,20% (2/10),0/2,0/1,50% (4/8),63% (5/8)
2025 Nottingham R16,W vs Kartal,58% (11/19),50% (3/6),2/6,1/3,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2025 Madrid R64,L vs Paolini,50% (1/2),50% (2/4),0/0,0/0,14% (1/7),2/4,2/3,- (0/0),- (0/0)
2025 BJK Cup Qualifiers RR,L vs Lamens,63% (5/8),67% (2/3),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2025 BJK Cup Qualifiers RR,W vs Maria,80% (8/10),100% (5/5),2/2,1/1,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2025 Miami R128,L vs Stearns,60% (3/5),75% (3/4),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2025 United Cup QF,L vs Swiatek,53% (9/17),29% (2/7),1/1,0/0,40% (4/10),0/2,0/1,50% (3/6),80% (4/5)
2025 United Cup RR,W vs Gadecki,70% (7/10),50% (5/10),2/6,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2024 Hong Kong F,L vs Shnaider,50% (3/6),- (0/0),0/0,0/0,64% (7/11),3/5,1/2,- (0/0),- (0/0)
2024 Tokyo SF,L vs Kenin,70% (7/10),20% (1/5),0/0,0/0,63% (5/8),2/4,0/1,- (0/0),- (0/0)
2024 Tokyo QF,W vs Andreescu,78% (7/9),71% (5/7),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2024 US Open R64,L vs Bouzas Maneiro,58% (7/12),50% (3/6),0/1,0/0,38% (3/8),1/3,1/2,- (0/0),- (0/0)
2024 US Open R128,W vs Sasnovich,73% (11/15),55% (6/11),2/2,1/1,77% (10/13),1/2,0/0,- (0/0),- (0/0)
2024 Toronto R16,L vs Sabalenka,55% (6/11),0% (0/8),0/0,0/0,0% (0/3),2/4,0/1,- (0/0),- (0/0)
2024 Wimbledon R64,L vs Dart,48% (10/21),30% (3/10),1/7,0/5,78% (14/18),1/3,1/2,56% (5/9),33% (3/9)
2024 Wimbledon R128,W vs Maria,45% (10/22),38% (3/8),2/3,1/1,67% (4/6),0/0,0/0,71% (5/7),43% (3/7)
2026 (1 matches),,84.6%,66.7%,66.7%,50.0%,0.0%,0.0%,-,-,-
2025 (11 matches),,61.2%,56.1%,47.6%,50.0%,39.7%,23.8%,36.4%,50.0%,69.2%
2024 (16 matches),,56.8%,44.0%,55.9%,60.0%,59.2%,59.1%,58.8%,60.0%,36.0%
2023 (9 matches),,59.0%,48.4%,54.5%,66.7%,66.7%,27.3%,50.0%,70.0%,20.0%
2022 (4 matches),,61.9%,47.4%,66.7%,100.0%,50.0%,0.0%,0.0%,80.0%,50.0%
Career (150 matches),,58.7%,47.6%,56.1%,59.9%,54.7%,42.3%,37.0%,58.8%,46.7%
