Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Ostrava F,W vs Korpatsch,43% (6/14),100% (6/6),0/1,15% (2/13),0% (0/2),4/5,1/2,0/1,0/0,0/0
2025 Osaka R16,L vs Cirstea,25% (2/8),100% (2/2),2/5,75% (6/8),0% (0/6),0/2,0/0,1/2,0/0,0/1
2025 Beijing R64,L vs Anisimova,25% (2/8),0% (0/2),0/3,63% (5/8),20% (1/5),0/0,0/0,0/1,0/0,0/1
2025 BJK Cup Finals RR,W vs Uchijima,63% (5/8),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,0/0,0/0
2025 Wimbledon R64,L vs Sierra,23% (3/13),100% (3/3),1/7,64% (9/14),11% (1/9),1/3,0/0,3/4,0/0,0/1
2025 Nottingham R16,W vs Kartal,27% (4/15),75% (3/4),0/3,43% (6/14),50% (3/6),2/2,1/1,1/1,0/0,0/0
2025 Madrid R64,L vs Paolini,25% (2/8),100% (2/2),2/6,86% (6/7),0% (0/6),1/2,0/0,1/1,0/0,1/1
2025 BJK Cup Qualifiers RR,L vs Lamens,33% (3/9),67% (2/3),0/4,60% (6/10),17% (1/6),1/2,0/0,2/3,0/0,0/1
2025 BJK Cup Qualifiers RR,W vs Maria,42% (5/12),100% (5/5),1/3,36% (4/11),25% (1/4),4/4,1/1,0/0,0/0,0/0
2025 Miami R128,L vs Stearns,33% (3/9),100% (3/3),2/4,78% (7/9),14% (1/7),2/3,0/0,0/2,0/0,0/1
2025 United Cup QF,L vs Swiatek,29% (4/14),50% (2/4),0/4,47% (7/15),14% (1/7),1/2,0/0,2/4,0/0,0/1
2025 United Cup RR,W vs Gadecki,75% (6/8),83% (5/6),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2024 Hong Kong F,L vs Shnaider,0% (0/8),- (0/0),0/4,86% (6/7),33% (2/6),0/0,0/0,2/2,0/0,1/1
2024 Tokyo SF,L vs Kenin,20% (2/10),50% (1/2),1/3,40% (4/10),25% (1/4),1/1,0/0,2/2,0/0,1/1
2024 Tokyo QF,W vs Andreescu,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2024 US Open R64,L vs Bouzas Maneiro,50% (6/12),50% (3/6),1/5,50% (6/12),17% (1/6),1/3,0/0,1/1,0/0,1/1
2024 US Open R128,W vs Sasnovich,54% (7/13),86% (6/7),0/3,43% (6/14),50% (3/6),3/5,1/1,1/1,1/1,0/0
2024 Toronto R16,L vs Sabalenka,44% (4/9),0% (0/4),0/2,33% (3/9),0% (0/3),0/0,0/0,1/2,0/0,0/1
2024 Wimbledon R64,L vs Dart,33% (5/15),60% (3/5),1/4,50% (7/14),43% (3/7),2/3,1/1,0/0,0/0,0/0
2024 Wimbledon R128,W vs Maria,33% (4/12),75% (3/4),1/2,33% (4/12),50% (2/4),2/2,0/0,2/2,0/0,0/0
2026 (1 matches),,42.9%,100.0%,0.0%,15.4%,0.0%,80.0%,50.0%,0.0%,-,-
2025 (11 matches),,34.8%,82.1%,20.5%,53.6%,20.3%,71.4%,100.0%,55.6%,-,14.3%
2024 (16 matches),,43.3%,76.6%,28.9%,41.4%,31.9%,74.0%,69.2%,75.0%,57.1%,75.0%
2023 (9 matches),,41.1%,83.8%,33.3%,40.0%,41.7%,82.1%,61.5%,57.1%,83.3%,66.7%
2022 (4 matches),,31.0%,69.2%,15.4%,41.5%,11.8%,62.5%,100.0%,50.0%,100.0%,0.0%
Career (150 matches),,44.1%,78.5%,29.8%,42.6%,26.0%,71.9%,70.6%,61.3%,72.9%,51.8%
