Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Bengaluru CH SF,L vs Skatov,10% (1/10),0% (0/1),0/1,22% (2/9),0% (0/2),0/0,0/0,0/1,0/0,0/0
2024 Mouilleron le Captif CH QF,W vs Chidekh,33% (5/15),80% (4/5),2/2,19% (3/16),33% (1/3),3/3,1/1,2/2,1/1,0/0
2024 Orleans CH F,L vs Fearnley,36% (4/11),75% (3/4),0/4,50% (5/10),20% (1/5),1/3,0/0,2/2,0/0,1/1
2023 Wimbledon R64,L vs Pella,38% (8/21),50% (4/8),1/3,25% (5/20),20% (1/5),3/3,1/1,2/3,0/0,1/2
2023 Wimbledon R128,W vs Bonzi,33% (5/15),80% (4/5),1/1,19% (3/16),67% (2/3),4/4,3/4,0/0,1/2,0/0
2020 Roland Garros R128,L vs Davidovich Fokina,35% (6/17),50% (3/6),2/5,38% (6/16),17% (1/6),3/3,0/1,1/1,0/0,0/0
2019 M15 Toulouse R32,L vs Yevseyev,38% (3/8),67% (2/3),1/4,75% (6/8),0% (0/6),1/2,0/0,0/2,0/0,0/1
2026 (1 matches),,10.0%,0.0%,0.0%,22.2%,0.0%,-,-,0.0%,-,-
2024 (2 matches),,34.6%,77.8%,33.3%,30.8%,25.0%,66.7%,100.0%,100.0%,100.0%,100.0%
2023 (2 matches),,36.1%,61.5%,50.0%,22.2%,37.5%,100.0%,80.0%,66.7%,50.0%,50.0%
2020 (1 matches),,35.3%,50.0%,40.0%,37.5%,16.7%,100.0%,0.0%,100.0%,-,-
2019 (1 matches),,37.5%,66.7%,25.0%,75.0%,0.0%,50.0%,-,0.0%,-,0.0%
Career (7 matches),,33.0%,62.5%,35.0%,31.6%,20.0%,83.3%,71.4%,63.6%,66.7%,50.0%
