Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,15,5,10,33.3%,12-22,35.3%,152-188,44.7%,3-3,50.0%,15,75.2%,14.8%,5.7%,3.1%,62.1%,68.5%,49.1%,61.1%,33.7%,47.7%,0.87
Clay,7,2,5,28.6%,5-12,29.4%,82-98,45.6%,2-3,40.0%,7,75.6%,17.6%,3.3%,1.1%,62.9%,64.9%,53.1%,60.5%,35.8%,48.4%,0.91
Grass,3,1,2,33.3%,4-5,44.4%,49-47,51.0%,0-2,0.0%,3,87.2%,16.7%,13.5%,3.2%,64.4%,75.1%,53.0%,67.3%,33.2%,49.9%,1.01
Grand Slams,4,1,3,25.0%,4-9,30.8%,65-73,47.1%,0-3,0.0%,4,79.1%,17.4%,8.3%,1.6%,60.7%,67.4%,54.4%,62.3%,35.5%,48.9%,0.94
Masters,4,1,3,25.0%,2-6,25.0%,35-44,44.3%,0-0,-,4,73.8%,18.6%,1.9%,2.3%,65.4%,67.8%,48.9%,61.3%,36.5%,48.6%,0.94
Other Tours,17,6,11,35.3%,15-24,38.5%,183-216,45.9%,5-5,50.0%,17,77.2%,14.8%,6.2%,2.9%,62.8%,68.7%,49.9%,61.7%,33.4%,47.9%,0.87
Best of 5,4,1,3,25.0%,4-9,30.8%,65-73,47.1%,0-3,0.0%,4,79.1%,17.4%,8.3%,1.6%,60.7%,67.4%,54.4%,62.3%,35.5%,48.9%,0.94
Best of 3,21,7,14,33.3%,17-30,36.2%,218-260,45.6%,5-5,50.0%,21,76.6%,15.5%,5.5%,2.8%,63.2%,68.6%,49.7%,61.6%,33.9%,48.0%,0.88
Quarter-finals,2,0,2,0.0%,0-4,0.0%,14-26,35.0%,0-0,-,2,63.2%,9.5%,4.2%,3.4%,60.2%,64.8%,46.8%,57.6%,27.3%,43.0%,0.64
vs Righties,21,7,14,33.3%,18-33,35.3%,236-282,45.6%,4-6,40.0%,21,76.2%,15.6%,6.0%,2.7%,62.1%,68.0%,50.8%,61.4%,34.4%,48.1%,0.89
vs Lefties,4,1,3,25.0%,3-6,33.3%,47-51,48.0%,1-2,33.3%,4,82.0%,17.3%,6.1%,1.5%,65.6%,70.1%,50.9%,63.5%,33.4%,48.7%,0.92
