Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Bengaluru CH SF,L vs Skatov,30.2%,39.6%,48.6%,36.2%,42.9%,54.3%,50.0%,52.0%,52.2%,41.7%,-,6.3%,12.5%,46.7%,-57
2024 Mouilleron CH QF,W vs Chidekh,31.4%,43.0%,62.1%,38.8%,35.1%,49.1%,67.6%,46.3%,50.0%,55.2%,50.0%,25.0%,32.1%,52.4%,-27
2024 Orleans CH F,L vs Fearnley,27.1%,35.6%,37.5%,32.4%,34.2%,47.4%,52.0%,42.4%,64.3%,45.8%,0.0%,16.7%,16.7%,13.3%,39
Career (3 matches),,29.8%,39.9%,51.1%,36.2%,36.9%,50.0%,58.5%,46.7%,53.8%,49.2%,33.3%,17.7%,22.6%,39.2%,55
