Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,10,4,6,40.0%,6,3,3,50.0%,2007,2014,R64,10,1.02,7.7%,5.9%,64.7%,70.2%,47.7%,62.3%,38.4%,55.7%,35.1%
Roland Garros,5,Clay,8,3,5,37.5%,3,1,2,33.3%,2008,2015,R32,8,0.91,5.5%,3.0%,66.5%,67.2%,50.0%,61.4%,35.0%,61.8%,46.0%
Wimbledon,6,Grass,7,1,6,14.3%,1,1,0,100.0%,2006,2015,R64,7,0.81,11.7%,5.8%,62.7%,71.9%,47.2%,62.7%,30.3%,60.6%,43.8%
US Open,7,Hard,8,1,7,12.5%,5,2,3,40.0%,2006,2015,R64,8,0.82,7.1%,5.6%,58.2%,69.5%,44.9%,59.2%,33.4%,58.6%,22.8%
Davis Cup,1,,2,0,2,0.0%,1,0,1,0.0%,2008,2008,,0,,,,,,,,,,
Zagreb,7,Hard,19,12,7,63.2%,6,4,2,66.7%,2008,2015,F,19,1.17,8.2%,2.2%,67.0%,73.2%,53.3%,66.6%,39.0%,60.7%,38.3%
Stuttgart,7,Grass,13,6,7,46.2%,7,2,5,28.6%,2006,2016,QF,13,0.99,6.2%,5.6%,65.0%,71.1%,48.5%,63.2%,36.4%,67.0%,40.7%
Indian Wells Masters,6,Hard,11,5,6,45.5%,4,2,2,50.0%,2008,2016,R32,11,0.88,6.1%,5.7%,62.2%,68.5%,45.5%,59.8%,35.5%,64.0%,50.0%
Metz,6,Hard,9,3,6,33.3%,2,1,1,50.0%,2009,2016,R16,9,0.96,10.2%,2.5%,66.1%,71.6%,46.9%,63.3%,35.3%,69.8%,30.0%
Washington,4,Hard,8,4,4,50.0%,4,2,2,50.0%,2007,2014,R16,8,0.97,6.3%,4.9%,59.2%,72.8%,49.2%,63.2%,35.6%,64.4%,57.6%
Rotterdam,4,Hard,7,3,4,42.9%,1,1,0,100.0%,2007,2014,R16,7,0.79,7.0%,2.5%,63.9%,71.9%,40.3%,60.5%,31.1%,63.6%,36.4%
