Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,160,66,94,41.3%,173-223,43.7%,1891-2029,48.2%,31-43,41.9%,159,78.8%,18.1%,7.8%,4.2%,63.6%,71.4%,48.8%,63.2%,35.1%,49.1%,0.95
Clay,47,14,33,29.8%,43-78,35.5%,527-644,45.0%,6-14,30.0%,46,71.9%,18.7%,4.4%,4.3%,66.4%,66.7%,46.5%,59.9%,34.8%,47.6%,0.87
Grass,24,7,17,29.2%,25-43,36.8%,306-367,45.5%,7-6,53.8%,24,79.4%,11.2%,9.3%,5.0%,63.1%,74.4%,48.8%,65.0%,30.7%,48.2%,0.88
Carpet,2,1,1,50.0%,2-2,50.0%,22-21,51.2%,0-0,-,2,90.9%,9.5%,13.3%,5.0%,60.0%,87.5%,52.1%,73.3%,31.0%,51.6%,1.16
Grand Slams,33,9,24,27.3%,43-77,35.8%,527-625,45.7%,7-8,46.7%,33,74.0%,17.7%,7.7%,5.0%,63.2%,69.5%,47.4%,61.4%,34.8%,48.2%,0.90
Masters,29,10,19,34.5%,24-44,35.3%,305-373,45.0%,5-8,38.5%,29,73.7%,17.0%,6.0%,4.9%,63.5%,68.9%,46.5%,60.7%,34.5%,47.7%,0.88
Other Tours,169,69,100,40.8%,174-221,44.1%,1887-2033,48.1%,32-46,41.0%,169,79.3%,17.3%,7.4%,4.0%,64.4%,71.6%,49.1%,63.6%,34.4%,49.1%,0.95
Best of 5,33,9,24,27.3%,43-77,35.8%,527-625,45.7%,7-8,46.7%,33,74.0%,17.7%,7.7%,5.0%,63.2%,69.5%,47.4%,61.4%,34.8%,48.2%,0.90
Best of 3,200,79,121,39.5%,200-269,42.6%,2219-2436,47.7%,37-55,40.2%,198,78.5%,17.2%,7.2%,4.1%,64.3%,71.2%,48.7%,63.2%,34.4%,48.9%,0.93
Finals,2,0,2,0.0%,1-4,20.0%,21-30,41.2%,1-0,100.0%,2,83.3%,0.0%,2.5%,1.8%,66.3%,73.1%,45.5%,63.8%,33.5%,47.6%,0.93
Semi-finals,6,2,4,33.3%,6-8,42.9%,74-79,48.4%,3-2,60.0%,6,86.3%,10.7%,12.2%,2.4%,65.2%,74.3%,58.8%,68.9%,31.9%,50.0%,1.03
Quarter-finals,14,6,8,42.9%,10-18,35.7%,129-151,46.1%,1-4,20.0%,14,78.2%,16.3%,7.7%,3.9%,64.1%,70.7%,49.1%,63.0%,34.1%,48.6%,0.92
vs Righties,198,76,122,38.4%,202-287,41.3%,2278-2536,47.3%,36-49,42.4%,197,78.1%,16.9%,7.4%,4.2%,63.8%,71.2%,48.6%,63.0%,34.3%,48.8%,0.93
vs Lefties,34,11,23,32.4%,39-59,39.8%,456-523,46.6%,8-14,36.4%,33,74.7%,18.5%,6.5%,5.0%,65.4%,68.9%,47.2%,61.4%,35.1%,48.3%,0.91
vs Top 10,21,3,18,14.3%,14-42,25.0%,218-319,40.6%,3-5,37.5%,21,70.7%,11.6%,5.9%,3.8%,63.7%,69.1%,42.5%,59.5%,30.1%,45.5%,0.74
