Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,13,4,9,30.8%,12-20,37.5%,147-175,45.7%,3-3,50.0%,13,73.0%,17.8%,6.1%,2.4%,67.6%,67.7%,44.9%,60.3%,34.9%,48.1%,0.88,QF (Montpellier)
2015,16,6,10,37.5%,17-27,38.6%,200-241,45.4%,6-3,66.7%,16,77.6%,12.4%,10.5%,6.1%,62.1%,73.3%,48.0%,63.7%,30.8%,47.7%,0.85,SF (Bogota)
2014,9,3,6,33.3%,9-15,37.5%,111-123,47.4%,0-4,0.0%,9,80.9%,15.7%,6.4%,2.7%,66.0%,70.3%,51.0%,63.7%,32.1%,48.4%,0.88,R16 (2x)
2013,5,2,3,40.0%,6-6,50.0%,58-49,54.2%,0-2,0.0%,5,76.8%,30.9%,5.4%,4.9%,65.2%,70.0%,42.2%,60.3%,41.3%,50.5%,1.04,QF (Stuttgart)
2012,16,5,11,31.3%,16-26,38.1%,189-220,46.2%,2-6,25.0%,16,74.6%,19.3%,7.0%,2.6%,67.8%,66.1%,49.2%,60.6%,35.7%,48.2%,0.91,SF (Zagreb)
2011,39,17,22,43.6%,38-56,40.4%,432-480,47.4%,5-7,41.7%,39,77.8%,17.5%,6.7%,4.0%,64.1%,70.6%,49.4%,63.0%,35.3%,49.0%,0.95,F (Zagreb)
2010,48,20,28,41.7%,50-66,43.1%,566-611,48.1%,11-13,45.8%,48,79.7%,16.6%,6.7%,3.7%,63.7%,71.6%,48.8%,63.3%,33.9%,48.9%,0.93,F (Zagreb)
2009,13,5,8,38.5%,16-19,45.7%,155-178,46.5%,4-4,50.0%,13,70.8%,22.6%,6.5%,5.9%,66.8%,67.1%,43.9%,59.4%,39.1%,48.8%,0.96,R16 (3x)
2008,28,7,21,25.0%,23-47,32.9%,307-384,44.4%,6-7,46.2%,26,74.8%,13.5%,6.2%,5.4%,62.9%,70.2%,45.5%,61.1%,32.4%,47.3%,0.83,QF (Stuttgart)
2007,27,14,13,51.9%,35-33,51.5%,338-326,50.9%,5-6,45.5%,27,82.8%,19.3%,9.1%,4.2%,62.3%,74.8%,52.8%,66.5%,35.2%,50.6%,1.05,SF (Moscow)
2006,15,4,11,26.7%,18-25,41.9%,202-224,47.4%,2-7,22.2%,15,76.0%,20.1%,8.7%,5.9%,61.1%,73.2%,48.4%,63.5%,34.7%,48.9%,0.95,R16 (3x)
2005,3,1,2,33.3%,2-4,33.3%,24-33,42.1%,0-0,-,3,75.9%,7.1%,9.8%,4.9%,62.0%,76.2%,48.4%,65.6%,29.6%,47.3%,0.86,R16 (Basel)
2004,1,0,1,0.0%,1-2,33.3%,17-17,50.0%,0-1,0.0%,1,94.1%,6.3%,5.3%,5.3%,67.3%,75.0%,59.5%,69.9%,30.4%,50.2%,1.01,R32 (Halle)
Career,233,88,145,37.8%,243-346,41.3%,2746-3061,47.3%,44-63,41.1%,231,77.6%,17.3%,7.3%,4.3%,64.1%,70.9%,48.4%,62.8%,34.5%,48.7%,0.93,
