Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2016,182,318,156,1602,121,1596,166,1515,122,1530,849,45,,
2015,115,511,108,1677,96,1645,104,1606,89,1585,,,,
2014,128,427,139,1617,113,1601,138,1566,140,1510,504,110,,
2013,143,397,111,1664,95,1631,118,1596,116,1549,430,138,,
2012,138,401,125,1644,100,1623,129,1581,146,1491,966,25,,
2011,100,567,94,1706,83,1664,104,1624,109,1543,407,135,,
2010,58,835,76,1729,73,1689,103,1608,,,301,205,,
2009,74,608,112,1669,85,1646,135,1575,105,1526,459,109,,
2008,131,367,171,1584,144,1550,166,1536,131,1502,144,405,,
2007,57,608,78,1710,72,1673,98,1631,73,1586,228,256,,
2006,152,290,130,1623,102,1599,163,1525,131,1466,397,121,,
2005,126,356,104,1671,101,1614,164,1517,,,558,63,,
2004,235,170,235,1468,217,1425,233,1418,155,1427,295,153,,
2003,326,97,,,,,,,,,534,67,,
2002,352,74,,,,,,,,,1049,13,,
2001,504,42,,,,,,,,,911,19,,
2000,631,23,,,,,,,,,1086,10,,
1999,637,24,,,,,,,,,770,30,,
1998,874,10,,,,,,,,,1114,9,,
1997,,,,,,,,,,,856,21,,
