Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Cordenons CH R16,L vs Collarini,67% (6/9),40% (2/5),0/0,0/0,64% (7/11),3/5,3/4,- (0/0),- (0/0)
2019 M25 Troyes F,W vs Okala,62% (8/13),56% (5/9),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 M25 Troyes QF,W vs Santanna,60% (9/15),42% (5/12),3/5,1/1,40% (2/5),0/0,0/0,83% (5/6),40% (2/5)
2019 M25 Troyes R16,W vs Erhard,64% (9/14),43% (3/7),2/5,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 M25 Kassel QF,L vs Okala,75% (3/4),20% (1/5),0/0,0/0,58% (7/12),3/5,1/2,- (0/0),- (0/0)
2019 Little Rock CH R32,L vs Rubin,38% (6/16),100% (1/1),0/0,0/0,64% (7/11),2/4,2/3,- (0/0),- (0/0)
2019 M15 Valldoreix F,W vs Matos,83% (10/12),29% (2/7),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Braga CH R32,L vs Coppejans,33% (2/6),- (0/0),0/0,0/0,50% (5/10),2/4,2/3,- (0/0),- (0/0)
2019 Braga CH R64,W vs Elias,73% (8/11),50% (5/10),2/2,1/1,63% (5/8),1/2,0/0,- (0/0),- (0/0)
2019 M15 Tabarka F,L vs Matos,58% (7/12),27% (3/11),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2019 M15 Tabarka QF,W vs Perez Contri,67% (8/12),50% (4/8),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tabarka R16,W vs Panak,64% (9/14),33% (3/9),2/4,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tabarka R32,W vs Ferchichi,70% (7/10),38% (5/13),2/6,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tabarka F,L vs Blancaneaux,43% (6/14),22% (4/18),0/0,0/0,58% (7/12),3/5,0/1,40% (2/5),20% (1/5)
2019 M15 Tabarka SF,W vs Vives Marcos,53% (9/17),50% (3/6),2/4,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tabarka QF,W vs Egea,67% (10/15),47% (8/17),2/6,1/2,71% (10/14),1/2,0/0,20% (1/5),40% (2/5)
2019 M15 Tabarka R16,W vs Fattar,37% (7/19),50% (5/10),2/4,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 M15 Tabarka R32,W vs Urbanija,56% (10/18),67% (2/3),2/3,1/2,80% (4/5),0/0,0/0,80% (4/5),60% (3/5)
2019 M15 Madrid QF,L vs Vanneste,74% (14/19),25% (1/4),1/5,0/4,78% (7/9),2/4,2/3,73% (8/11),18% (2/11)
2019 M15 Madrid R16,W vs Correia Passos Do Carmo,69% (9/13),27% (3/11),2/3,1/2,100% (10/10),0/0,0/0,- (0/0),- (0/0)
2019 (36 matches),,61.2%,38.8%,54.8%,57.1%,61.1%,56.8%,67.3%,66.3%,39.0%
2018 (1 matches),,44.4%,0.0%,-,-,73.3%,60.0%,66.7%,-,-
2017 (3 matches),,63.6%,54.5%,100.0%,-,36.4%,40.0%,25.0%,-,-
2016 (2 matches),,69.6%,41.7%,50.0%,-,46.7%,42.9%,0.0%,-,-
2015 (4 matches),,54.7%,33.3%,33.3%,-,62.2%,38.5%,50.0%,33.3%,20.0%
Career (47 matches),,61.0%,39.7%,54.3%,55.3%,59.4%,52.5%,60.6%,61.7%,36.8%
