Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),1031,15,,,,,,,,,,,,
2025,892,24,,,,,,,,,,,,
2024,453,93,367,1376,428,1206,316,1373,,,74,1136,,
2023,368,131,364,1353,402,1206,322,1342,,,,,,
2022,529,63,,,,,,,,,,,,
2021,295,180,351,1321,353,1192,325,1318,,,,,,
2020,308,149,,,,,,,,,121,736,,
2019,300,133,335,1407,407,1274,281,1403,,,142,532,,
2018,473,15,,,,,,,,,545,25,,
2017,723,27,,,,,,,,,467,112,,
2016,544,63,,,,,,,,,670,73,,
2015,452,89,,,,,,,,,566,99,,
2014,1202,6,,,,,,,,,961,30,,
2013,1051,9,,,,,,,,,1159,18,,
