Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,1,1,50.0%,3-3,50.0%,30-29,50.8%,0-0,-,2,75.9%,26.7%,9.1%,6.1%,64.0%,69.5%,50.8%,62.8%,42.2%,51.5%,1.13,R16 (Florianopolis)
2024,27,10,17,37.0%,27-39,40.9%,318-343,48.1%,4-10,28.6%,27,77.6%,19.0%,4.8%,3.6%,56.6%,69.7%,50.1%,61.2%,34.9%,48.4%,0.90,QF (3x)
2023,21,9,12,42.9%,24-26,48.0%,247-239,50.8%,2-6,25.0%,21,81.7%,20.3%,5.7%,3.9%,58.5%,72.4%,52.0%,63.9%,35.3%,50.0%,0.98,QF (2x)
2022,7,1,6,14.3%,4-12,25.0%,69-89,43.7%,1-1,50.0%,7,69.2%,17.9%,3.5%,4.3%,59.6%,68.2%,48.0%,60.0%,36.2%,47.9%,0.90,R16 (Salvador De Bahia)
2021,28,10,18,35.7%,21-40,34.4%,274-326,45.7%,3-5,37.5%,28,69.1%,23.2%,3.5%,5.6%,57.3%,65.2%,49.6%,58.5%,37.5%,48.1%,0.90,F (San Marino)
2020,9,4,5,44.4%,10-10,50.0%,99-93,51.6%,1-2,33.3%,8,78.7%,25.3%,7.1%,5.2%,55.7%,72.3%,49.1%,62.0%,38.8%,50.6%,1.02,R16 (3x)
2019,22,10,12,45.5%,21-26,44.7%,234-241,49.3%,4-6,40.0%,22,75.0%,22.9%,7.1%,4.5%,55.8%,70.5%,47.7%,60.5%,38.3%,49.5%,0.97,R16 (3x)
2018,2,1,1,50.0%,2-3,40.0%,18-25,41.9%,0-0,-,2,76.2%,9.1%,0.8%,5.0%,55.0%,68.2%,55.6%,62.5%,31.7%,45.9%,0.84,R16 (Buenos Aires)
2017,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,6.5%,4.3%,56.5%,65.4%,35.0%,52.2%,29.2%,40.4%,0.61,R32 (Campinas)
2016,2,0,2,0.0%,2-4,33.3%,25-32,43.9%,0-0,-,2,64.3%,24.1%,5.9%,6.6%,46.7%,67.6%,51.9%,59.2%,39.2%,48.2%,0.96,R32 (2x)
2015,11,5,6,45.5%,10-14,41.7%,116-128,47.5%,3-3,50.0%,11,66.1%,31.1%,3.6%,5.2%,54.4%,66.6%,44.6%,56.6%,41.0%,49.0%,0.94,SF (Santos)
Career,132,51,81,38.6%,124-179,40.9%,1436-1557,48.0%,18-33,35.3%,131,74.4%,22.1%,5.1%,4.6%,56.8%,69.1%,49.3%,60.5%,37.0%,48.9%,0.94,
