Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2015 Montevideo CH R32,L vs Schwartzman,0.0%,-,12.2%,54.5%,7.9%,3.7%,11.1%,4.5%,11.8%,3.2%,45.5%,-23,-16
2015 Porto Alegre CH R32,L vs Schwartzman,1.6%,100.0%,9.0%,81.8%,16.9%,40.0%,16.7%,5.7%,23.1%,2.8%,50.0%,35,28
Career (2 matches),,0.6%,100.0%,10.9%,63.6%,11.3%,9.4%,13.3%,5.0%,16.7%,3.0%,47.1%,-1,1
