Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2012 US Open R64,L vs Robson,96.8,,,,,109,,,,,,,68
2012 US Open R128,W vs Duval,99.2,,,,,112,,,,,,,82
2012 Wimbledon R16,L vs Kerber,92.2,,,,,105,,,,,,,79
2012 Wimbledon R32,W vs Zvonareva,91.3,,,,,101,,,,,,,78
2012 Wimbledon R64,W vs Hlavackova,94.9,,,,,103,,,,,,,76
2012 Wimbledon R128,W vs Jankovic,95.2,,,,,105,,,,,,,85
2012 Australian Open SF,L vs Azarenka,93.5,,,,,109,,,,,,,79
2012 Australian Open QF,W vs Wozniacki,93.6,,,,,109,,,,,,,77
2012 Australian Open R16,W vs Li,93.8,,,,,106,,,,,,,77
2012 Australian Open R32,W vs Hantuchova,93.3,,,,,106,,,,,,,79
2012 Australian Open R64,W vs Foretz Gacon,94.9,,,,,109,,,,,,,82
2012 Australian Open R128,W vs Koehler,96.7,,,,,109,,,,,,,85
2011 Roland Garros R64,L vs Rus,92.3,94.9,5.2,,,106,78,86.2,3.9,,,95,79
2011 Roland Garros R128,W vs Yakimova,94.5,96.4,3.9,,,106,87,85.0,2.3,,,90,82
2011 Australian Open F,W vs Li,93.7,96.5,3.9,,,105,87,88.0,3.1,,,93,78
2011 Australian Open SF,W vs Zvonareva,92.1,95.1,3.8,,,103,85,86.5,3.5,,,91,78
2011 Australian Open QF,W vs Radwanska,94.3,96.9,4.2,,,106,83,87.6,2.8,,,91,83
2011 Australian Open R16,W vs Makarova,92.3,96.2,3.7,,,105,90,84.6,2.7,,,91,80
2011 Australian Open R32,W vs Cornet,95.1,98.7,4.0,,,107,88,87.2,2.2,,,90,83
2011 Australian Open R64,W vs Suarez Navarro,93.9,97.5,3.8,,,105,90,87.3,2.9,,,92,80
Career (21 matches),,94.2,96.6,4.1,,,112,78,86.7,3.0,,,95,68
