Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Indian Wells R128,L vs Siniakova,69.6%,45.5%,2.5%,1/1,2.42,12.0%,76.0%,39.5%,0.0%,2.45,17.6%,81.0%,58.8%,9.5%,2.36,0.0%
2021 Chicago R64,L vs Hsieh,67.6%,52.1%,4.8%,5/0,2.31,26.2%,73.3%,47.7%,3.3%,2.27,35.0%,73.0%,59.3%,8.1%,2.39,4.2%
2020 Monterrey R32,L vs Konta,59.3%,34.4%,11.1%,1/5,2.43,15.1%,55.6%,36.0%,4.4%,2.46,23.3%,87.5%,28.6%,50.0%,2.39,4.3%
2020 Dubai R32,L vs Muguruza,55.6%,57.1%,7.9%,4/1,2.44,3.2%,46.3%,57.9%,12.2%,2.45,4.0%,84.2%,56.3%,0.0%,2.42,0.0%
2012 Olympics QF,L vs Sharapova,73.3%,45.5%,6.7%,2/2,2.42,0.0%,80.5%,45.5%,9.8%,2.29,0.0%,64.7%,45.5%,0.0%,2.78,0.0%
2012 Australian Open SF,L vs Azarenka,83.5%,43.2%,5.2%,4/1,2.69,1.5%,85.7%,37.5%,1.8%,2.68,2.2%,97.1%,51.5%,11.8%,2.73,0.0%
2012 Australian Open QF,W vs Wozniacki,86.0%,58.1%,2.3%,2/0,2.35,2.0%,90.0%,53.3%,0.0%,2.34,2.9%,82.9%,65.5%,5.7%,2.36,0.0%
2012 Australian Open R16,W vs Li,74.0%,50.0%,11.0%,5/6,2.29,0.0%,79.7%,42.6%,6.8%,2.21,0.0%,77.1%,63.0%,20.0%,2.41,0.0%
2011 Paris F,L vs Kvitova,63.5%,48.5%,11.5%,4/2,2.82,5.3%,58.3%,42.9%,5.6%,2.77,8.7%,85.7%,58.3%,28.6%,2.91,0.0%
2011 Australian Open F,W vs Li,84.4%,55.6%,3.1%,2/1,2.68,10.6%,85.5%,55.9%,2.9%,2.61,15.6%,95.7%,54.5%,4.3%,2.84,0.0%
2011 Australian Open SF,W vs Zvonareva,78.8%,53.7%,1.9%,1/0,2.84,10.0%,80.0%,39.3%,0.0%,2.72,14.3%,86.7%,84.6%,6.7%,3.13,0.0%
2011 Australian Open QF,W vs Radwanska,89.3%,53.3%,3.6%,2/1,2.10,14.0%,92.9%,53.8%,2.9%,2.16,19.4%,76.9%,50.0%,7.7%,1.96,0.0%
2011 Sydney F,L vs Li,71.6%,47.2%,2.7%,1/1,2.32,4.0%,70.5%,51.6%,4.5%,2.42,5.4%,84.6%,40.9%,0.0%,2.03,0.0%
2011 Sydney QF,W vs Azarenka,85.7%,55.6%,6.3%,1/3,2.69,8.9%,91.5%,55.8%,4.3%,2.67,10.0%,84.6%,54.5%,15.4%,2.73,6.7%
2010 WTA Championships SF,W vs Stosur,79.7%,58.2%,2.9%,1/1,2.38,7.5%,74.4%,43.8%,4.7%,2.60,10.7%,92.0%,78.3%,0.0%,1.87,0.0%
2010 WTA Championships F,W vs Wozniacki,82.1%,50.0%,1.8%,0/2,2.48,12.5%,84.8%,41.8%,2.5%,2.25,18.2%,81.3%,69.2%,0.0%,2.83,3.6%
2010 WTA Championships RR,W vs Jankovic,76.2%,56.3%,6.3%,2/2,2.63,9.1%,77.5%,51.6%,5.0%,2.68,9.1%,94.4%,64.7%,11.1%,2.53,9.1%
2010 US Open F,W vs Zvonareva,75.6%,61.3%,2.4%,0/1,2.42,7.3%,88.9%,58.3%,3.7%,2.45,9.1%,70.0%,71.4%,0.0%,2.26,0.0%
2010 US Open SF,W vs Williams,66.7%,41.7%,1.1%,0/1,2.34,1.2%,65.5%,38.9%,0.0%,2.38,1.7%,85.7%,45.8%,3.6%,2.22,0.0%
2010 Cincinnati F,W vs Sharapova,61.1%,51.7%,5.3%,4/1,2.49,4.1%,66.7%,47.1%,3.9%,2.39,6.7%,72.7%,58.3%,9.1%,2.66,0.0%
Career (72 matches),,75.6%,53.3%,4.1%,67.1%,2.43,9.7%,76.8%,49.7%,3.4%,2.39,13.5%,86.1%,59.0%,6.1%,2.52,1.9%
