Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,52,43,9,82.7%,9,9,0,100.0%,2000,2012,W,30,1.23,2.8%,6.4%,62.2%,67.6%,47.9%,60.2%,48.8%,56.8%,45.2%
Roland Garros,7,Clay,30,23,7,76.7%,4,4,0,100.0%,2000,2011,F,19,1.24,3.7%,5.9%,59.5%,67.3%,44.5%,58.1%,52.1%,61.8%,49.4%
Wimbledon,9,Grass,40,31,9,77.5%,6,4,2,66.7%,1999,2012,SF,21,1.27,3.7%,4.5%,68.1%,69.6%,50.1%,63.4%,46.4%,61.1%,52.4%
US Open,10,Hard,45,38,7,84.4%,5,2,3,40.0%,1999,2020,W,31,1.39,3.9%,5.3%,65.6%,69.7%,51.5%,63.4%,51.0%,59.3%,51.7%
Olympics,1,,4,3,1,75.0%,0,0,0,-,2012,2012,QF,4,1.17,2.4%,5.6%,71.6%,71.5%,53.5%,66.4%,39.4%,70.8%,52.2%
Fed Cup,9,,24,21,3,87.5%,3,0,3,0.0%,2000,2011,,0,,,,,,,,,,
Miami,10,Hard,39,31,8,79.5%,5,3,2,60.0%,2000,2012,W,16,1.19,2.7%,7.7%,61.0%,65.8%,48.9%,59.2%,48.4%,62.3%,46.8%
Indian Wells,9,Hard,31,24,7,77.4%,3,2,1,66.7%,2004,2021,W,6,1.14,3.5%,9.6%,63.3%,63.9%,43.6%,56.5%,49.6%,58.3%,53.7%
Luxembourg,7,Hard,29,27,2,93.1%,4,2,2,50.0%,1999,2009,W,2,1.14,2.5%,8.2%,58.2%,67.4%,51.5%,60.8%,44.9%,64.3%,55.6%
Antwerp,6,Hard,21,16,5,76.2%,7,5,2,71.4%,2000,2007,W,0,,,,,,,,,,
Stanford,6,Hard,21,19,2,90.5%,2,0,2,0.0%,2000,2006,W,0,,,,,,,,,,
WTA Tour Championships,6,Hard,21,15,6,71.4%,4,1,3,25.0%,2000,2006,W,7,1.07,3.6%,6.3%,67.7%,70.3%,42.0%,61.2%,41.6%,56.1%,39.0%
