Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
25,Justine Henin [BEL],13,12,52.0%,8,4,4,50.0%,1998,2010,9,0.88,0.6%,5.8%,62.8%,58.2%,45.6%,53.5%,40.9%,40.5%,39.0%
17,Lindsay Davenport [USA],9,8,52.9%,5,1,4,20.0%,2000,2005,3,1.00,3.2%,7.1%,60.3%,63.2%,41.0%,54.4%,45.6%,44.0%,50.0%
15,Amelie Mauresmo [FRA],8,7,53.3%,3,1,2,33.3%,1999,2007,4,0.97,1.8%,6.0%,72.6%,63.3%,46.2%,58.6%,40.1%,55.2%,33.3%
14,Elena Dementieva [RUS],11,3,78.6%,1,1,0,100.0%,2000,2006,2,1.43,1.8%,6.3%,65.2%,75.3%,43.6%,64.3%,51.2%,75.0%,37.5%
13,Venus Williams [USA],7,6,53.8%,1,1,0,100.0%,2001,2010,5,1.10,0.7%,4.5%,69.1%,64.9%,47.2%,59.4%,44.8%,52.5%,65.8%
12,Francesca Schiavone [ITA],12,0,100.0%,2,2,0,100.0%,2001,2012,3,1.27,4.8%,3.8%,67.5%,70.9%,54.4%,65.6%,43.9%,87.0%,45.5%
11,Vera Zvonareva [RUS],8,3,72.7%,0,0,0,-,2002,2012,7,1.16,3.5%,5.3%,68.7%,66.9%,41.5%,58.9%,47.6%,66.0%,48.1%
11,Daniela Hantuchova [SVK],10,1,90.9%,2,2,0,100.0%,2000,2012,5,1.42,2.6%,4.5%,61.1%,72.2%,52.4%,64.5%,50.3%,60.9%,41.2%
10,Jelena Dokic [AUS],7,3,70.0%,2,1,1,50.0%,2000,2011,1,1.80,5.0%,7.5%,62.5%,72.0%,60.0%,67.5%,58.6%,0.0%,54.5%
10,Dinara Safina [RUS],8,2,80.0%,2,1,1,50.0%,2004,2011,4,1.03,2.8%,9.8%,59.6%,59.6%,42.2%,52.6%,48.7%,55.9%,56.3%
9,Maria Sharapova [RUS],5,4,55.6%,2,1,1,50.0%,2003,2012,6,0.98,2.9%,6.8%,61.0%,62.5%,50.3%,57.7%,41.3%,50.0%,30.3%
9,Jelena Jankovic [SRB],8,1,88.9%,2,2,0,100.0%,2002,2012,4,1.08,1.6%,6.2%,61.2%,64.2%,46.2%,57.2%,46.0%,52.8%,40.4%
9,Patty Schnyder [SUI],6,3,66.7%,3,2,1,66.7%,2000,2009,3,1.22,2.1%,7.0%,59.9%,71.0%,52.6%,63.6%,44.3%,56.3%,68.4%
9,Serena Williams [USA],2,7,22.2%,0,0,0,-,1999,2009,1,1.34,6.9%,3.4%,69.0%,62.5%,72.2%,65.5%,46.4%,50.0%,36.4%
9,Martina Hingis [SUI],5,4,55.6%,1,1,0,100.0%,2000,2007,4,1.15,2.1%,5.1%,60.7%,65.2%,47.7%,58.3%,47.7%,63.2%,40.0%
