Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,2,0,2,0.0%,1-5,16.7%,23-37,38.3%,1-1,50.0%,2,75.0%,3.3%,4.7%,5.2%,59.7%,71.9%,45.5%,61.3%,29.6%,45.2%,0.76
Clay,15,9,6,60.0%,20-18,52.6%,187-176,51.5%,1-2,33.3%,12,80.9%,17.7%,4.8%,3.1%,60.2%,71.8%,51.5%,63.7%,34.8%,49.7%,0.96
Grand Slams,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,69.2%,0.0%,2.2%,6.6%,52.7%,72.9%,41.9%,58.2%,29.5%,44.1%,0.71
Masters,1,0,1,0.0%,1-2,33.3%,14-19,42.4%,1-1,50.0%,1,80.0%,6.3%,7.0%,4.0%,66.0%,71.2%,50.0%,64.0%,29.6%,46.2%,0.82
Other Tours,13,7,6,53.8%,16-17,48.5%,160-163,49.5%,1-2,33.3%,12,80.9%,17.7%,4.8%,3.1%,60.2%,71.8%,51.5%,63.7%,34.8%,49.7%,0.96
Best of 5,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,69.2%,0.0%,2.2%,6.6%,52.7%,72.9%,41.9%,58.2%,29.5%,44.1%,0.71
Best of 3,16,9,7,56.3%,21-20,51.2%,201-195,50.8%,2-3,40.0%,13,80.8%,16.7%,5.0%,3.2%,60.7%,71.8%,51.4%,63.7%,34.3%,49.3%,0.95
Semi-finals,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,61.1%,5.6%,7.5%,5.6%,54.2%,63.8%,46.9%,56.1%,25.5%,41.5%,0.58
Quarter-finals,2,2,0,100.0%,4-2,66.7%,29-22,56.9%,0-0,-,2,84.6%,28.0%,4.0%,3.5%,60.1%,74.0%,52.2%,65.3%,41.2%,53.1%,1.19
vs Righties,13,8,5,61.5%,19-15,55.9%,172-156,52.4%,2-3,40.0%,10,82.5%,17.9%,5.0%,3.2%,60.7%,72.5%,52.3%,64.6%,35.5%,50.1%,1.00
vs Lefties,3,0,3,0.0%,0-7,0.0%,21-42,33.3%,0-0,-,3,64.5%,3.1%,5.1%,6.1%,53.5%,67.9%,44.6%,57.1%,27.4%,42.7%,0.64
vs Top 10,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,69.2%,0.0%,2.2%,6.6%,52.7%,72.9%,41.9%,58.2%,29.5%,44.1%,0.71
