Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,1,4,20.0%,4-10,28.6%,53-74,41.7%,1-1,50.0%,4,77.4%,12.7%,3.5%,3.5%,63.7%,71.1%,44.4%,61.4%,32.6%,46.8%,0.84
Clay,18,11,7,61.1%,23-21,52.3%,216-201,51.8%,1-2,33.3%,13,79.7%,17.4%,4.5%,3.3%,59.9%,71.0%,50.7%,62.9%,34.9%,49.4%,0.94
Grand Slams,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,69.2%,0.0%,2.2%,6.6%,52.7%,72.9%,41.9%,58.2%,29.5%,44.1%,0.71
Masters,1,0,1,0.0%,1-2,33.3%,14-19,42.4%,1-1,50.0%,1,80.0%,6.3%,7.0%,4.0%,66.0%,71.2%,50.0%,64.0%,29.6%,46.2%,0.82
Other Tours,14,7,7,50.0%,16-19,45.7%,167-175,48.8%,1-2,33.3%,13,79.7%,17.4%,4.5%,3.3%,59.9%,71.0%,50.7%,62.9%,34.9%,49.4%,0.94
Best of 5,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,69.2%,0.0%,2.2%,6.6%,52.7%,72.9%,41.9%,58.2%,29.5%,44.1%,0.71
Best of 3,22,12,10,54.5%,27-28,49.1%,260-257,50.3%,2-3,40.0%,16,79.7%,17.3%,4.4%,3.1%,61.3%,70.9%,49.9%,62.8%,34.6%,49.1%,0.93
Semi-finals,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,61.1%,5.6%,7.5%,5.6%,54.2%,63.8%,46.9%,56.1%,25.5%,41.5%,0.58
Quarter-finals,2,2,0,100.0%,4-2,66.7%,29-22,56.9%,0-0,-,2,84.6%,28.0%,4.0%,3.5%,60.1%,74.0%,52.2%,65.3%,41.2%,53.1%,1.19
vs Righties,18,11,7,61.1%,24-21,53.3%,220-204,51.9%,2-3,40.0%,12,81.3%,18.6%,4.5%,3.2%,60.7%,71.3%,51.2%,63.4%,35.9%,49.9%,0.98
vs Lefties,4,0,4,0.0%,1-9,10.0%,32-56,36.4%,0-0,-,4,67.4%,6.7%,4.0%,4.8%,58.6%,69.4%,42.5%,58.2%,28.7%,43.8%,0.69
vs Top 10,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,69.2%,0.0%,2.2%,6.6%,52.7%,72.9%,41.9%,58.2%,29.5%,44.1%,0.71
