Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),59,864,77,1739,123,1620,58,1722,125,1543,,,,
2025,102,627,80,1739,143,1589,55,1722,125,1543,,,,
2024,234,243,227,1524,301,1396,194,1507,,,981,35,,
2023,444,98,,,,,,,,,,,,
2022,721,30,,,,,,,,,,,,
2020,,,,,,,,,,,1944,3,,
